Team,Season,Season.Type,GP,TOI,CF,CA,CF60,CA60,CF_Perc,CSh_Perc,CSv_Perc,FF,FA,FF60,FA60,FF_Perc,FSh_Perc,FSv_Perc,SF,SA,SF60,SA60,SF_Perc,Sh_Perc,Sv_Perc,xGF,xGA,xGF60,xGA60,xGF_Perc,SCF,SCA,SCF60,SCA60,SCF_Perc,xFSh_Perc,xFSv_Perc,Adj.FSv_Perc,PDO,xPDO,GF,GA,GF60,GA60,GF_Perc,FO_Perc,PENDIFF
CHI,20102011,Regular,82,465.12,671,93,86.56,12,87.83,8.49,96.77,497,85,64.11,10.96,85.4,11.47,96.47,356,69,45.92,8.9,83.76,16.01,95.65,46.61,5.38,6.01,0.69,89.65,181,21,23.35,2.71,89.6,9.38,93.67,2.8,111.66,103.05,57,3,7.35,0.39,95,52.35,-21
CHI,20112012,Regular,82,496.14,648,77,78.36,9.31,89.38,5.71,96.1,462,56,55.87,6.77,89.19,8.01,94.64,347,41,41.96,4.96,89.43,10.66,92.68,42.6,4.09,5.15,0.5,91.23,165,20,19.95,2.42,89.19,9.22,92.69,1.95,103.35,101.91,37,3,4.47,0.36,92.5,54.29,-25
CHI,20122013,Regular,48,275.4,347,49,75.6,10.68,87.63,5.48,89.8,235,39,51.2,8.5,85.77,8.09,87.18,174,30,37.91,6.54,85.29,10.92,83.33,19.4,2.99,4.23,0.65,86.63,77,12,16.78,2.61,86.52,8.25,92.32,-5.14,94.25,100.58,19,5,4.14,1.09,79.17,54.47,-14
CHI,20132014,Regular,82,442.29,660,83,89.53,11.26,88.83,6.82,93.98,494,75,67.01,10.17,86.82,9.11,93.33,346,57,46.94,7.73,85.86,13.01,91.23,41.03,5.98,5.57,0.81,87.28,143,25,19.4,3.39,85.12,8.31,92.03,1.3,104.23,100.33,45,5,6.1,0.68,90,56.68,-17
CHI,20142015,Regular,82,466.16,722,87,92.93,11.2,89.25,5.82,91.95,516,76,66.41,9.78,87.16,8.14,90.79,376,59,48.4,7.59,86.44,11.17,88.14,41.49,6.06,5.34,0.78,87.25,147,21,18.92,2.7,87.5,8.04,92.03,-1.24,99.31,100.07,42,7,5.41,0.9,85.71,56.66,-15
CHI,20152016,Regular,82,418.09,528,52,75.77,7.46,91.03,8.71,96.15,389,46,55.83,6.6,89.43,11.83,95.65,289,35,41.47,5.02,89.2,15.92,94.29,37.42,3.04,5.37,0.44,92.48,134,12,19.23,1.72,91.78,9.62,93.38,2.27,110.2,103,46,2,6.6,0.29,95.83,54.77,-12
CHI,20162017,Regular,82,409.67,555,93,81.28,13.62,85.65,6.67,92.47,398,76,58.29,11.13,83.97,9.3,90.79,310,62,45.4,9.08,83.33,11.94,88.71,36.81,4.4,5.39,0.65,89.31,123,15,18.01,2.2,89.13,9.25,94.21,-3.42,100.65,103.45,37,7,5.42,1.03,84.09,52.05,-15
COL,20072008,Regular,82,595.42,690,112,69.53,11.29,86.03,6.67,97.32,528,94,53.21,9.47,84.89,8.71,96.81,418,63,42.12,6.35,86.9,11,95.24,52.86,5.38,5.33,0.54,90.77,219,14,22.07,1.41,93.99,10.01,94.28,2.53,106.24,104.29,46,3,4.64,0.3,93.88,51.97,-45
COL,20082009,Regular,82,541.53,722,111,80,12.3,86.67,6.51,95.5,545,90,60.38,9.97,85.83,8.62,94.44,399,58,44.21,6.43,87.31,11.78,91.38,52.18,5.57,5.78,0.62,90.36,195,15,21.61,1.66,92.86,9.57,93.81,0.63,103.16,103.39,47,5,5.21,0.55,90.38,53.42,-46
COL,20092010,Regular,82,515.26,711,115,82.79,13.39,86.08,6.75,93.91,508,99,59.15,11.53,83.69,9.45,92.93,388,77,45.18,8.97,83.44,12.37,90.91,50.43,5.62,5.87,0.65,89.97,203,17,23.64,1.98,92.27,9.93,94.32,-1.39,103.28,104.25,48,7,5.59,0.82,87.27,54.26,-28
COL,20102011,Regular,82,455.17,573,85,75.53,11.2,87.08,6.63,89.41,439,69,57.87,9.1,86.42,8.66,86.96,332,57,43.76,7.51,85.35,11.45,84.21,41.21,5.43,5.43,0.72,88.36,146,18,19.25,2.37,89.02,9.39,92.13,-5.17,95.66,101.52,38,9,5.01,1.19,80.85,55.36,-37
COL,20112012,Regular,82,380.87,546,62,86.01,9.77,89.8,6.78,95.16,398,55,62.7,8.66,87.86,9.3,94.55,311,43,48.99,6.77,87.85,11.9,93.02,37.59,3.97,5.92,0.63,90.45,141,13,22.21,2.05,91.56,9.44,92.78,1.76,104.92,102.23,37,3,5.83,0.47,92.5,57.45,-42
COL,20122013,Regular,48,234.82,304,50,77.68,12.78,85.88,6.25,94,233,41,59.53,10.48,85.04,8.15,92.68,170,31,43.44,7.92,84.58,11.18,90.32,21.15,2.61,5.41,0.67,89.01,74,9,18.91,2.3,89.16,9.08,93.63,-0.94,101.5,102.71,19,3,4.85,0.77,86.36,51.87,-11
COL,20132014,Regular,82,432.62,537,77,74.48,10.68,87.46,7.82,98.7,422,60,58.53,8.32,87.55,9.95,98.33,322,53,44.66,7.35,85.87,13.04,98.11,42.86,3.43,5.94,0.48,92.58,183,11,25.38,1.53,94.33,10.16,94.28,4.06,111.16,104.43,42,1,5.82,0.14,97.67,56.87,-21
COL,20142015,Regular,82,422.8,555,86,78.76,12.2,86.58,5.59,98.84,417,76,59.18,10.79,84.58,7.43,98.68,299,61,42.43,8.66,83.06,10.37,98.36,34.67,4.94,4.92,0.7,87.54,114,16,16.18,2.27,87.69,8.31,93.51,5.18,108.73,101.82,31,1,4.4,0.14,96.88,51.36,-16
COL,20152016,Regular,82,446.11,581,88,78.14,11.84,86.85,7.57,92.05,436,76,58.64,10.22,85.16,10.09,90.79,326,68,43.85,9.15,82.74,13.5,89.71,39.13,5.57,5.26,0.75,87.53,147,20,19.77,2.69,88.02,8.97,92.67,-1.88,103.2,101.64,44,7,5.92,0.94,86.27,57.08,-16
COL,20162017,Regular,82,430.08,526,78,73.38,10.88,87.09,4.94,97.44,379,71,52.87,9.91,84.22,6.86,97.18,269,60,37.53,8.37,81.76,9.67,96.67,31.78,3.9,4.43,0.54,89.07,102,11,14.23,1.53,90.27,8.38,94.51,2.67,106.33,102.89,26,2,3.63,0.28,92.86,61.99,-15
DAL,20072008,Regular,82,577.9,714,97,74.13,10.07,88.04,7.14,91.75,533,86,55.34,8.93,86.11,9.57,90.7,362,68,37.58,7.06,84.19,14.09,88.24,46.65,5.66,4.84,0.59,89.18,169,22,17.55,2.28,88.48,8.75,93.42,-2.72,102.32,102.17,51,8,5.3,0.83,86.44,55.15,-5
DAL,20082009,Regular,82,583.61,794,96,81.63,9.87,89.21,5.92,97.92,618,84,63.54,8.64,88.03,7.61,97.62,430,66,44.21,6.79,86.69,10.93,96.97,51.59,4.36,5.3,0.45,92.21,188,12,19.33,1.23,94,8.35,94.81,2.81,107.9,103.16,47,2,4.83,0.21,95.92,54.03,-29
DAL,20092010,Regular,81,532.9,844,129,95.03,14.52,86.74,6.52,93.8,651,112,73.3,12.61,85.32,8.45,92.86,453,83,51,9.35,84.51,12.14,90.36,61.77,7.29,6.95,0.82,89.45,250,30,28.15,3.38,89.29,9.49,93.49,-0.64,102.5,102.98,55,8,6.19,0.9,87.3,50.99,-23
DAL,20102011,Regular,82,530.79,873,123,98.68,13.9,87.65,5.96,90.24,671,107,75.85,12.1,86.25,7.75,88.79,443,84,50.08,9.5,84.06,11.74,85.71,63.24,7.42,7.15,0.84,89.5,251,29,28.37,3.28,89.64,9.42,93.07,-4.28,97.45,102.49,52,12,5.88,1.36,81.25,49.28,-39
DAL,20112012,Regular,82,416.03,527,94,76,13.56,84.86,5.88,96.81,387,75,55.81,10.82,83.77,8.01,96,258,53,37.21,7.64,82.96,12.02,94.34,33.68,4.13,4.86,0.6,89.09,103,15,14.85,2.16,87.29,8.7,94.5,1.5,106.36,103.2,31,3,4.47,0.43,91.18,47.6,-46
DAL,20122013,Regular,48,288.76,390,71,81.04,14.75,84.6,6.41,95.77,284,58,59.01,12.05,83.04,8.8,94.83,195,38,40.52,7.9,83.69,12.82,92.11,29.41,4.2,6.11,0.87,87.5,109,14,22.65,2.91,88.62,10.36,92.76,2.07,104.93,103.11,25,3,5.19,0.62,89.29,46.9,-8
DAL,20132014,Regular,82,510.4,822,131,96.63,15.4,86.25,5.23,96.95,617,113,72.53,13.28,84.52,6.97,96.46,435,82,51.14,9.64,84.14,9.89,95.12,56.93,8.95,6.69,1.05,86.42,206,41,24.22,4.82,83.4,9.23,92.08,4.38,105.01,101.31,43,4,5.05,0.47,91.49,51.31,-25
DAL,20142015,Regular,82,493.85,721,117,87.6,14.21,86.04,6.93,94.87,518,102,62.93,12.39,83.55,9.65,94.12,362,74,43.98,8.99,83.03,13.81,91.89,46.19,8.29,5.61,1.01,84.78,163,32,19.8,3.89,83.59,8.92,91.87,2.25,105.7,100.79,50,6,6.07,0.73,89.29,51.95,-31
DAL,20152016,Regular,82,441.15,699,87,95.07,11.83,88.93,7.15,83.91,505,76,68.68,10.34,86.92,9.9,81.58,363,61,49.37,8.3,85.61,13.77,77.05,46.68,7.37,6.35,1,86.36,177,28,24.07,3.81,86.34,9.24,90.3,-8.72,90.82,99.54,50,14,6.8,1.9,78.12,49.39,-23
DAL,20162017,Regular,82,434.81,672,103,92.73,14.21,86.71,6.25,89.32,522,89,72.03,12.28,85.43,8.05,87.64,345,70,47.61,9.66,83.13,12.17,84.29,49.74,7.28,6.86,1,87.24,184,30,25.39,4.14,85.98,9.53,91.83,-4.19,96.46,101.35,42,11,5.8,1.52,79.25,54,-29
DET,20072008,Regular,82,594.22,982,111,99.16,11.21,89.84,6.52,94.59,753,93,76.03,9.39,89.01,8.5,93.55,561,62,56.65,6.26,90.05,11.41,90.32,67.9,5.44,6.86,0.55,92.58,262,19,26.45,1.92,93.24,9.02,94.15,-0.6,101.73,103.17,64,6,6.46,0.61,91.43,51.92,-14
DET,20082009,Regular,81,545.96,967,80,106.27,8.79,92.36,7.96,95,770,68,84.62,7.47,91.89,10,94.12,543,54,59.67,5.93,90.95,14.18,92.59,65.08,4.24,7.15,0.47,93.89,251,13,27.58,1.43,95.08,8.45,93.77,0.35,106.77,102.22,77,4,8.46,0.44,95.06,59.34,-15
DET,20092010,Regular,82,521.75,901,88,103.61,10.12,91.1,5.77,98.86,673,75,77.39,8.62,89.97,7.73,98.67,467,62,53.7,7.13,88.28,11.13,98.39,59.39,3.63,6.83,0.42,94.24,237,8,27.25,0.92,96.73,8.82,95.16,3.51,109.52,103.98,52,1,5.98,0.11,98.11,55.26,-29
DET,20102011,Regular,82,484.91,796,100,98.49,12.37,88.84,7.54,93,613,87,75.85,10.76,87.57,9.79,91.95,438,68,54.2,8.41,86.56,13.7,89.71,54.38,6.17,6.73,0.76,89.81,216,22,26.73,2.72,90.76,8.87,92.91,-0.95,103.4,101.78,60,7,7.42,0.87,89.55,54.37,-6
DET,20112012,Regular,82,502.55,786,87,93.84,10.39,90.03,5.6,88.51,579,76,69.13,9.07,88.4,7.6,86.84,388,60,46.32,7.16,86.61,11.34,83.33,55.24,6.43,6.6,0.77,89.58,230,25,27.46,2.98,90.2,9.54,91.54,-4.7,94.67,101.08,44,10,5.25,1.19,81.48,50.41,-17
DET,20122013,Regular,48,312.37,484,57,92.97,10.95,89.46,6.2,91.23,348,54,66.84,10.37,86.57,8.62,90.74,233,42,44.75,8.07,84.73,12.88,88.1,31.39,3.78,6.03,0.73,89.25,114,15,21.9,2.88,88.37,9.02,93,-2.26,100.97,102.02,30,5,5.76,0.96,85.71,57.95,-6
DET,20132014,Regular,82,472.69,678,71,86.06,9.01,90.52,6.34,92.96,533,62,67.66,7.87,89.58,8.07,91.94,385,49,48.87,6.22,88.71,11.17,89.8,44.6,4.91,5.66,0.62,90.09,152,18,19.29,2.28,89.41,8.37,92.09,-0.15,100.96,100.46,43,5,5.46,0.63,89.58,56.53,-18
DET,20142015,Regular,82,498.19,734,96,88.4,11.56,88.43,8.58,91.67,553,82,66.6,9.88,87.09,11.39,90.24,397,66,47.81,7.95,85.75,15.87,87.88,55.96,5.07,6.74,0.61,91.69,220,18,26.5,2.17,92.44,10.12,93.81,-3.57,103.75,103.93,63,8,7.59,0.96,88.73,55.01,-30
DET,20152016,Regular,82,461.08,664,78,86.41,10.15,89.49,6.33,96.15,501,71,65.19,9.24,87.59,8.38,95.77,351,53,45.68,6.9,86.88,11.97,94.34,47.68,4.61,6.21,0.6,91.19,188,22,24.46,2.86,89.52,9.52,93.51,2.26,106.31,103.03,42,3,5.47,0.39,93.33,54.78,-50
DET,20162017,Regular,81,436.82,570,82,78.29,11.26,87.42,5.61,89.02,416,70,57.14,9.61,85.6,7.69,87.14,282,58,38.73,7.97,82.94,11.35,84.48,39.69,5.12,5.45,0.7,88.57,157,18,21.56,2.47,89.71,9.54,92.68,-5.54,95.83,102.22,32,9,4.4,1.24,78.05,57.56,-34
EDM,20072008,Regular,82,588.19,662,127,67.53,12.95,83.9,7.55,92.13,475,100,48.45,10.2,82.61,10.53,90,336,79,34.27,8.06,80.96,14.88,87.34,42.16,7.02,4.3,0.72,85.73,144,24,14.69,2.45,85.71,8.88,92.98,-2.98,102.22,101.86,50,10,5.1,1.02,83.33,58.91,-42
EDM,20082009,Regular,82,586.98,714,101,72.98,10.32,87.61,6.86,92.08,538,89,54.99,9.1,85.81,9.11,91.01,379,67,38.74,6.85,84.98,12.93,88.06,47.77,6.85,4.88,0.7,87.45,173,26,17.68,2.66,86.93,8.88,92.3,-1.29,100.99,101.18,49,8,5.01,0.82,85.96,49.64,-38
EDM,20092010,Regular,82,497.09,624,83,75.32,10.02,88.26,6.89,93.98,449,69,54.2,8.33,86.68,9.58,92.75,324,53,39.11,6.4,85.94,13.27,90.57,41.76,4.28,5.04,0.52,90.7,159,17,19.19,2.05,90.34,9.3,93.8,-1.04,103.84,103.1,43,5,5.19,0.6,89.58,50,-30
EDM,20102011,Regular,82,496.94,617,110,74.5,13.28,84.87,6.48,98.18,442,93,53.37,11.23,82.62,9.05,97.85,320,70,38.64,8.45,82.05,12.5,97.14,43.32,6.59,5.23,0.8,86.8,152,22,18.35,2.66,87.36,9.8,92.92,4.93,109.64,102.72,40,2,4.83,0.24,95.24,47.66,-35
EDM,20112012,Regular,82,441.51,551,92,74.88,12.5,85.69,8.89,92.39,424,71,57.62,9.65,85.66,11.56,90.14,305,54,41.45,7.34,84.96,16.07,87.04,41.84,6.29,5.69,0.86,86.93,150,22,20.38,2.99,87.21,9.87,91.14,-1,103.1,101.01,49,7,6.66,0.95,87.5,51.21,-26
EDM,20122013,Regular,48,266.76,306,63,68.83,14.17,82.93,9.48,98.41,228,51,51.28,11.47,81.72,12.72,98.04,172,34,38.69,7.65,83.5,16.86,97.06,21.85,3.67,4.91,0.83,85.62,97,17,21.82,3.82,85.09,9.58,92.81,5.23,113.92,102.39,29,1,6.52,0.22,96.67,57.3,-15
EDM,20132014,Regular,82,464.13,610,104,78.86,13.44,85.43,6.56,89.42,451,92,58.3,11.89,83.06,8.87,88.04,333,73,43.05,9.44,82.02,12.01,84.93,43.69,6.6,5.65,0.85,86.88,161,26,20.81,3.36,86.1,9.69,92.83,-4.79,96.94,102.52,40,11,5.17,1.42,78.43,51.33,-43
EDM,20142015,Regular,82,398.68,607,71,91.35,10.69,89.53,6.26,90.14,431,60,64.86,9.03,87.78,8.82,88.33,310,45,46.65,6.77,87.32,12.26,84.44,39.3,4.2,5.91,0.63,90.35,134,15,20.17,2.26,89.93,9.12,93,-4.67,96.7,102.12,38,7,5.72,1.05,84.44,46.96,-14
EDM,20152016,Regular,82,439.47,635,88,86.7,12.01,87.83,6.61,94.32,462,77,63.08,10.51,85.71,9.09,93.51,336,63,45.87,8.6,84.21,12.5,92.06,45.35,5.7,6.19,0.78,88.84,170,19,23.21,2.59,89.95,9.82,92.6,0.9,104.56,102.42,42,5,5.73,0.68,89.36,51.03,-25
EDM,20162017,Regular,82,416.52,693,67,99.83,9.65,91.18,7.36,92.54,502,61,72.31,8.79,89.17,10.16,91.8,361,44,52,6.34,89.14,14.13,88.64,49.86,4.6,7.18,0.66,91.55,207,20,29.82,2.88,91.19,9.93,92.45,-0.65,102.76,102.38,51,5,7.35,0.72,91.07,50.62,-22
FLA,20072008,Regular,82,516.87,771,105,89.5,12.19,88.01,6.23,97.14,590,86,68.49,9.98,87.28,8.14,96.51,440,73,51.08,8.47,85.77,10.91,95.89,45.7,4.84,5.3,0.56,90.42,166,18,19.27,2.09,90.22,7.75,94.37,2.14,106.8,102.12,48,3,5.57,0.35,94.12,52.75,-30
FLA,20082009,Regular,82,536.51,769,89,86,9.95,89.63,5.46,93.26,580,71,64.86,7.94,89.09,7.24,91.55,410,51,45.85,5.7,88.94,10.24,88.24,49.25,4.16,5.51,0.47,92.21,178,13,19.91,1.45,93.19,8.49,94.14,-2.59,98.48,102.63,42,6,4.7,0.67,87.5,51.41,-22
FLA,20092010,Regular,82,529.01,710,125,80.53,14.18,85.03,5.77,94.4,524,112,59.43,12.7,82.39,7.82,93.75,382,86,43.33,9.75,81.62,10.73,91.86,43.9,7.58,4.98,0.86,85.27,159,26,18.03,2.95,85.95,8.38,93.23,0.52,102.59,101.61,41,7,4.65,0.79,85.42,61.79,-34
FLA,20102011,Regular,82,472.47,621,141,78.86,17.91,81.5,4.03,97.16,462,122,58.67,15.49,79.11,5.41,96.72,331,88,42.03,11.18,79,7.55,95.45,41.1,8.01,5.22,1.02,83.69,158,28,20.06,3.56,84.95,8.9,93.44,3.29,103.01,102.33,25,4,3.17,0.51,86.21,55.34,-8
FLA,20112012,Regular,82,507.27,707,80,83.62,9.46,89.83,6.79,95,525,70,62.1,8.28,88.24,9.14,94.29,374,52,44.24,6.15,87.79,12.83,92.31,42.59,5.09,5.04,0.6,89.32,145,14,17.15,1.66,91.19,8.11,92.72,1.56,105.14,100.83,48,4,5.68,0.47,92.31,53.78,-14
FLA,20122013,Regular,48,247.42,294,40,71.3,9.7,88.02,8.84,100,234,36,56.75,8.73,86.67,11.11,100,185,27,44.86,6.55,87.26,14.05,100,21.06,2.24,5.11,0.54,90.38,75,7,18.19,1.7,91.46,9,93.77,6.23,114.05,102.77,26,0,6.31,0,100,52.3,-16
FLA,20132014,Regular,82,503.57,638,103,76.02,12.27,86.1,3.76,94.17,472,87,56.24,10.37,84.44,5.08,93.1,334,67,39.8,7.98,83.29,7.19,91.04,41.37,5.76,4.93,0.69,87.78,159,20,18.94,2.38,88.83,8.76,93.38,-0.28,98.23,102.14,24,6,2.86,0.71,80,54.47,-18
FLA,20142015,Regular,82,433.22,592,81,81.99,11.22,87.96,6.25,92.59,462,69,63.99,9.56,87.01,8.01,91.3,346,54,47.92,7.48,86.5,10.69,88.89,39.42,5.37,5.46,0.74,88,138,20,19.11,2.77,87.34,8.53,92.21,-0.91,99.58,100.74,37,6,5.12,0.83,86.05,54.08,-37
FLA,20152016,Regular,82,473.27,618,86,78.35,10.9,87.78,6.31,95.35,469,71,59.46,9,86.85,8.32,94.37,343,55,43.48,6.97,86.18,11.37,92.73,43.04,4.68,5.46,0.59,90.18,170,15,21.55,1.9,91.89,9.18,93.4,0.96,104.1,102.58,39,4,4.94,0.51,90.7,55.9,-31
FLA,20162017,Regular,82,471.14,734,81,93.48,10.32,90.06,5.72,90.12,574,72,73.1,9.17,88.85,7.32,88.89,420,63,53.49,8.02,86.96,10,87.3,47.55,6.36,6.06,0.81,88.21,158,27,20.12,3.44,85.41,8.28,91.17,-2.28,97.3,99.46,42,8,5.35,1.02,84,51.4,-31
L.A,20072008,Regular,83,624.16,872,107,83.82,10.29,89.07,6.31,97.2,671,84,64.5,8.07,88.87,8.2,96.43,474,58,45.57,5.58,89.1,11.6,94.83,64.37,5.34,6.19,0.51,92.34,244,16,23.46,1.54,93.85,9.59,93.64,2.79,106.43,103.23,55,3,5.29,0.29,94.83,55.14,-3
L.A,20082009,Regular,82,569.07,888,104,93.63,10.97,89.52,6.08,94.23,656,86,69.17,9.07,88.41,8.23,93.02,426,61,44.92,6.43,87.47,12.68,90.16,55.09,6.12,5.81,0.65,90,193,21,20.35,2.21,90.19,8.4,92.88,0.14,102.84,101.28,54,6,5.69,0.63,90,59.06,-33
L.A,20092010,Regular,82,487.64,726,107,89.33,13.17,87.15,7.58,94.39,561,95,69.03,11.69,85.52,9.8,93.68,387,63,47.62,7.75,86,14.21,90.48,50.21,6.87,6.18,0.85,87.96,188,30,23.13,3.69,86.24,8.95,92.77,0.92,104.69,101.72,55,6,6.77,0.74,90.16,54.27,-19
L.A,20102011,Regular,82,519.01,785,86,90.75,9.94,90.13,5.22,93.02,580,69,67.05,7.98,89.37,7.07,91.3,401,46,46.36,5.32,89.71,10.22,86.96,45.63,3.72,5.28,0.43,92.46,149,16,17.23,1.85,90.3,7.87,94.61,-3.31,97.18,102.48,41,6,4.74,0.69,87.23,57.2,-15
L.A,20112012,Regular,82,476.08,693,76,87.34,9.58,90.12,5.48,97.37,514,63,64.78,7.94,89.08,7.39,96.83,328,46,41.34,5.8,87.7,11.59,95.65,44.8,3.19,5.65,0.4,93.36,145,7,18.27,0.88,95.39,8.72,94.94,1.89,107.24,103.66,38,2,4.79,0.25,95,49.4,-25
L.A,20122013,Regular,48,251.13,383,30,91.51,7.17,92.74,7.57,96.67,265,27,63.31,6.45,90.75,10.94,96.3,179,15,42.77,3.58,92.27,16.2,93.33,21.89,1.11,5.23,0.26,95.18,72,3,17.2,0.72,96,8.26,95.9,0.4,109.53,104.16,29,1,6.93,0.24,96.67,54.65,-17
L.A,20132014,Regular,82,515.45,788,82,91.73,9.55,90.57,4.82,93.9,587,73,68.33,8.5,88.94,6.47,93.15,406,53,47.26,6.17,88.45,9.36,90.57,56.1,5.55,6.53,0.65,90.99,207,19,24.1,2.21,91.59,9.56,92.39,0.76,99.93,101.95,38,5,4.42,0.58,88.37,54.01,-48
L.A,20142015,Regular,82,428.39,640,94,89.64,13.17,87.19,6.25,98.94,479,78,67.09,10.92,86,8.35,98.72,318,61,44.54,8.54,83.91,12.58,98.36,39.35,4.51,5.51,0.63,89.71,141,15,19.75,2.1,90.38,8.21,94.21,4.51,110.94,102.43,40,1,5.6,0.14,97.56,55.06,-17
L.A,20152016,Regular,82,404.85,716,67,106.11,9.93,91.44,6.28,97.01,537,51,79.59,7.56,91.33,8.38,96.08,365,35,54.09,5.19,91.25,12.33,94.29,45.88,3.97,6.8,0.59,92.04,157,14,23.27,2.07,91.81,8.54,92.22,3.86,106.61,100.76,45,2,6.67,0.3,95.74,60.68,-33
L.A,20162017,Regular,82,426.72,713,73,100.25,10.26,90.71,6.17,95.89,521,61,73.26,8.58,89.52,8.45,95.08,356,46,50.06,6.47,88.56,12.36,93.48,43.27,4.37,6.08,0.61,90.83,156,16,21.93,2.25,90.7,8.31,92.84,2.25,105.84,101.14,44,3,6.19,0.42,93.62,52.43,-32
MIN,20072008,Regular,81,552.55,734,110,79.7,11.94,86.97,7.49,90.91,564,98,61.24,10.64,85.2,9.75,89.8,408,77,44.3,8.36,84.12,13.48,87.01,45.99,5.89,4.99,0.64,88.65,152,20,16.51,2.17,88.37,8.16,93.99,-4.2,100.49,102.15,55,10,5.97,1.09,84.62,53.93,-43
MIN,20082009,Regular,82,524.53,752,103,86.02,11.78,87.95,7.71,94.17,571,95,65.32,10.87,85.74,10.16,93.68,407,76,46.56,8.69,84.27,14.25,92.11,50.11,5.66,5.73,0.65,89.84,186,18,21.28,2.06,91.18,8.78,94.04,-0.35,106.36,102.81,58,6,6.63,0.69,90.62,55.81,-20
MIN,20092010,Regular,83,509.29,705,113,83.06,13.31,86.19,7.66,89.38,524,93,61.73,10.96,84.93,10.31,87.1,381,78,44.89,9.19,83.01,14.17,84.62,44.47,7.36,5.24,0.87,85.79,174,22,20.5,2.59,88.78,8.49,92.08,-4.98,98.79,100.57,54,12,6.36,1.41,81.82,56.02,-22
MIN,20102011,Regular,82,472.7,634,99,80.47,12.57,86.49,7.41,95.96,475,89,60.29,11.3,84.22,9.89,95.51,355,73,45.06,9.27,82.94,13.24,94.52,39.86,6.72,5.06,0.85,85.57,153,26,19.42,3.3,85.47,8.39,92.45,3.06,107.76,100.84,47,4,5.97,0.51,92.16,53.03,-40
MIN,20112012,Regular,82,431.2,589,82,81.96,11.41,87.78,5.6,95.12,448,70,62.34,9.74,86.49,7.37,94.29,323,50,44.94,6.96,86.6,10.22,92,43.52,4.68,6.06,0.65,90.29,166,15,23.1,2.09,91.71,9.71,93.31,0.97,102.22,103.03,33,4,4.59,0.56,89.19,48.54,-36
MIN,20122013,Regular,48,261.29,367,34,84.27,7.81,91.52,6.27,100,277,27,63.61,6.2,91.12,8.3,100,206,18,47.3,4.13,91.96,11.17,100,28.41,1.39,6.52,0.32,95.33,100,4,22.96,0.92,96.15,10.26,94.84,5.16,111.17,105.1,23,0,5.28,0,100,54.43,-17
MIN,20132014,Regular,82,455,604,84,79.65,11.08,87.79,6.95,91.67,457,66,60.26,8.7,87.38,9.19,89.39,328,49,43.25,6.46,87,12.8,85.71,45.89,4.34,6.05,0.57,91.36,175,15,23.08,1.98,92.11,10.04,93.42,-4.03,98.52,103.46,42,7,5.54,0.92,85.71,58.05,-25
MIN,20142015,Regular,82,457.94,665,81,87.13,10.61,89.14,5.41,96.3,516,70,67.61,9.17,88.05,6.98,95.71,389,52,50.97,6.81,88.21,9.25,94.23,49.58,4.29,6.5,0.56,92.04,189,21,24.76,2.75,90,9.61,93.88,1.84,103.49,103.48,36,3,4.72,0.39,92.31,52.71,-32
MIN,20152016,Regular,82,470.8,694,84,88.45,10.71,89.2,6.34,95.24,512,70,65.25,8.92,87.97,8.59,94.29,366,54,46.64,6.88,87.14,12.02,92.59,48.59,3.72,6.19,0.47,92.89,192,11,24.47,1.4,94.58,9.49,94.68,-0.4,104.61,104.17,44,4,5.61,0.51,91.67,55.97,-18
MIN,20162017,Regular,82,415.27,617,65,89.15,9.39,90.47,7.29,95.38,442,53,63.86,7.66,89.29,10.18,94.34,320,43,46.23,6.21,88.15,14.06,93.02,41.34,2.68,5.97,0.39,93.91,154,6,22.25,0.87,96.25,9.35,94.94,-0.6,107.09,104.29,45,3,6.5,0.43,93.75,56.35,-35
MTL,20072008,Regular,82,600.02,893,143,89.3,14.3,86.2,8.73,97.9,676,111,67.6,11.1,85.9,11.54,97.3,481,84,48.1,8.4,85.13,16.22,96.43,60.44,5.2,6.04,0.52,92.08,237,18,23.7,1.8,92.94,8.94,95.32,1.98,112.64,104.26,78,3,7.8,0.3,96.3,51.09,-23
MTL,20082009,Regular,82,582.09,941,139,97,14.33,87.13,6.16,92.81,681,112,70.2,11.54,85.88,8.52,91.07,470,84,48.45,8.66,84.84,12.34,88.1,64.19,8.51,6.62,0.88,88.3,245,29,25.25,2.99,89.42,9.43,92.4,-1.33,100.44,101.83,58,10,5.98,1.03,85.29,52.9,-37
MTL,20092010,Regular,82,423.43,651,102,92.25,14.45,86.45,8.14,93.14,510,84,72.27,11.9,85.86,10.39,91.67,366,69,51.86,9.78,84.14,14.48,89.86,49.79,5.95,7.06,0.84,89.33,189,18,26.78,2.55,91.3,9.76,92.92,-1.25,104.34,102.68,53,7,7.51,0.99,88.33,57.11,-34
MTL,20102011,Regular,82,471.45,711,122,90.49,15.53,85.35,7.03,96.72,533,93,67.83,11.84,85.14,9.38,95.7,389,74,49.51,9.42,84.02,12.85,94.59,49.11,5.83,6.25,0.74,89.4,180,23,22.91,2.93,88.67,9.21,93.74,1.96,107.45,102.95,50,4,6.36,0.51,92.59,48.4,-33
