Team,Season,Season.Type,GP,TOI,CF,CA,CF60,CA60,CF_Perc,CSh_Perc,CSv_Perc,FF,FA,FF60,FA60,FF_Perc,FSh_Perc,FSv_Perc,SF,SA,SF60,SA60,SF_Perc,Sh_Perc,Sv_Perc,xGF,xGA,xGF60,xGA60,xGF_Perc,SCF,SCA,SCF60,SCA60,SCF_Perc,xFSh_Perc,xFSv_Perc,Adj.FSv_Perc,PDO,xPDO,GF,GA,GF60,GA60,GF_Perc,FO_Perc,PENDIFF
BOS,20102011,Regular,82,3874.47,3883,3776,60.13,58.48,50.7,4.51,96.74,2850,2837,44.14,43.93,50.11,6.14,95.66,2112,2099,32.71,32.51,50.15,8.29,94.14,153.73,159.65,2.38,2.47,49.05,519,539,8.04,8.35,49.05,5.39,94.37,1.29,102.43,99.77,175,123,2.71,1.9,58.72,52.15,0
BOS,20112012,Regular,82,3893.85,3952,3395,60.9,52.31,53.79,4.81,95.73,2913,2550,44.89,39.29,53.32,6.52,94.31,2107,1906,32.47,29.37,52.5,9.02,92.39,156.3,138.86,2.41,2.14,52.95,520,457,8.01,7.04,53.22,5.37,94.55,-0.24,101.41,99.92,190,145,2.93,2.23,56.72,54.87,-5
BOS,20122013,Regular,48,2285.21,2392,2011,62.8,52.8,54.33,3.85,96.32,1751,1492,45.97,39.17,53.99,5.25,95.04,1258,1088,33.03,28.57,53.62,7.31,93.2,98.33,90.8,2.58,2.38,51.99,307,304,8.06,7.98,50.25,5.62,93.91,1.13,100.51,99.53,92,74,2.42,1.94,55.42,55.97,-46
BOS,20132014,Regular,82,3916.99,3875,3321,59.36,50.87,53.85,4.52,96.66,2873,2510,44.01,38.45,53.37,6.09,95.58,2068,1848,31.68,28.31,52.81,8.46,93.99,152.42,132.39,2.33,2.03,53.52,489,445,7.49,6.82,52.36,5.31,94.73,0.85,102.46,100.03,175,111,2.68,1.7,61.19,51.29,-21
BOS,20142015,Regular,82,3968.03,3744,3494,56.61,52.83,51.73,3.74,96.08,2741,2663,41.45,40.27,50.72,5.11,94.86,1978,1943,29.91,29.38,50.45,7.08,92.95,146.62,141.06,2.22,2.13,50.97,429,403,6.49,6.09,51.56,5.35,94.7,0.15,100.03,100.05,140,137,2.12,2.07,50.54,53.12,-37
BOS,20152016,Regular,82,3875.38,3607,3673,55.84,56.87,49.55,4.38,95.89,2732,2768,42.3,42.86,49.67,5.78,94.54,2043,1965,31.63,30.42,50.97,7.73,92.32,142.06,146.86,2.2,2.27,49.17,448,460,6.94,7.12,49.34,5.2,94.69,-0.15,100.05,99.89,158,151,2.45,2.34,51.13,49.9,-58
BOS,20162017,Regular,82,3831.66,3913,3240,61.27,50.74,54.7,3.63,95.46,2947,2381,46.15,37.28,55.31,4.82,93.83,2099,1701,32.87,26.64,55.24,6.77,91.36,161.65,131.79,2.53,2.06,55.09,472,430,7.39,6.73,52.33,5.49,94.47,-0.64,98.12,99.95,142,147,2.22,2.3,49.13,53.48,-38
BUF,20072008,Regular,82,3517.43,3018,3068,51.48,52.33,49.59,5.24,95.31,2331,2292,39.76,39.1,50.42,6.78,93.72,1750,1674,29.85,28.55,51.11,9.03,91.4,139.25,132.06,2.38,2.25,51.32,445,414,7.59,7.06,51.8,5.97,94.24,-0.52,100.43,100.21,158,144,2.7,2.46,52.32,47.25,37
BUF,20082009,Regular,82,3557.76,3196,3305,53.9,55.74,49.16,4.76,95.64,2458,2521,41.45,42.52,49.37,6.18,94.29,1839,1838,31.01,31,50.01,8.27,92.17,140.92,133.82,2.38,2.26,51.29,455,445,7.67,7.5,50.56,5.73,94.69,-0.4,100.43,100.42,152,144,2.56,2.43,51.35,48.01,16
BUF,20092010,Regular,82,3688.78,3432,3396,55.82,55.24,50.26,4.46,95.73,2630,2637,42.78,42.89,49.93,5.82,94.5,1963,1931,31.93,31.41,50.41,7.79,92.49,154.41,155.07,2.51,2.52,49.89,522,541,8.49,8.8,49.11,5.87,94.12,0.38,100.29,99.99,153,145,2.49,2.36,51.34,46.63,32
BUF,20102011,Regular,82,3773.01,3598,3536,57.22,56.23,50.43,4.5,95.96,2729,2646,43.4,42.08,50.77,5.94,94.6,2057,1899,32.71,30.2,52,7.88,92.47,158.46,151.48,2.52,2.41,51.13,569,520,9.05,8.27,52.25,5.81,94.28,0.32,100.35,100.08,162,143,2.58,2.27,53.11,46.92,-17
BUF,20112012,Regular,82,3871.05,3441,3598,53.33,55.77,48.88,4.39,95.91,2545,2753,39.45,42.67,48.04,5.93,94.66,1861,1981,28.84,30.7,48.44,8.11,92.58,150.56,159.66,2.33,2.47,48.53,505,539,7.83,8.35,48.37,5.92,94.2,0.46,100.69,100.12,151,147,2.34,2.28,50.67,49.12,-19
BUF,20122013,Regular,48,2190.83,1814,2206,49.68,60.42,45.12,4.47,95.97,1352,1664,37.03,45.57,44.83,5.99,94.65,1004,1200,27.5,32.86,45.55,8.07,92.58,76.08,97.47,2.08,2.67,43.84,229,306,6.27,8.38,42.8,5.63,94.14,0.51,100.65,99.77,81,89,2.22,2.44,47.65,45.6,-9
BUF,20132014,Regular,82,3814.74,3013,3980,47.39,62.6,43.09,3.19,95.85,2240,2985,35.23,46.95,42.87,4.29,94.47,1646,2153,25.89,33.86,43.33,5.83,92.34,132.37,172.41,2.08,2.71,43.43,466,575,7.33,9.04,44.76,5.91,94.22,0.25,98.17,100.13,96,165,1.51,2.6,36.78,46.56,-18
BUF,20142015,Regular,82,3936.26,2694,4484,41.06,68.35,37.53,4.08,96.05,2050,3234,31.25,49.3,38.8,5.37,94.53,1536,2306,23.41,35.15,39.98,7.16,92.32,122.13,185.89,1.86,2.83,39.65,434,582,6.62,8.87,42.72,5.96,94.25,0.27,99.49,100.21,110,177,1.68,2.7,38.33,45.11,-26
BUF,20152016,Regular,82,3940.96,3325,3676,50.62,55.97,47.49,3.64,95.95,2506,2787,38.15,42.43,47.35,4.83,94.65,1843,1990,28.06,30.3,48.08,6.57,92.51,135.6,151.35,2.06,2.3,47.26,466,488,7.09,7.43,48.85,5.41,94.57,0.08,99.08,99.98,121,149,1.84,2.27,44.81,48.76,23
BUF,20162017,Regular,82,3963.43,3486,3896,52.77,58.98,47.22,3.61,96,2675,2978,40.5,45.08,47.32,4.71,94.76,1965,2188,29.75,33.12,47.32,6.41,92.87,154.46,164.59,2.34,2.49,48.41,501,502,7.58,7.6,49.95,5.77,94.47,0.29,99.28,100.25,126,156,1.91,2.36,44.68,48.18,-24
CAR,20072008,Regular,82,3470.53,3443,3194,59.52,55.22,51.88,4.44,95.46,2581,2392,44.62,41.35,51.9,5.93,93.94,1888,1696,32.64,29.32,52.68,8.1,91.45,152.72,150.13,2.64,2.6,50.43,527,515,9.11,8.9,50.58,5.92,93.72,0.21,99.55,99.64,153,145,2.65,2.51,51.34,48.94,78
CAR,20082009,Regular,82,3614.09,3683,3395,61.14,56.36,52.03,3.67,95.99,2759,2508,45.8,41.64,52.38,4.89,94.58,1963,1765,32.59,29.3,52.66,6.88,92.29,162.18,155.49,2.69,2.58,51.05,539,518,8.95,8.6,50.99,5.88,93.8,0.78,99.17,99.68,135,136,2.24,2.26,49.82,52.13,73
CAR,20092010,Regular,81,3615.9,3367,3535,55.87,58.66,48.78,4.04,95.64,2459,2670,40.8,44.3,47.94,5.53,94.23,1735,1861,28.79,30.88,48.25,7.84,91.72,156.04,176.51,2.59,2.93,46.92,580,644,9.62,10.69,47.39,6.35,93.39,0.84,99.56,99.73,136,154,2.26,2.56,46.9,48.19,25
CAR,20102011,Regular,82,3702.84,3743,3896,60.65,63.13,49,3.98,95.97,2682,2954,43.46,47.87,47.59,5.56,94.69,1876,2068,30.4,33.51,47.57,7.94,92.41,167.61,183.95,2.72,2.98,47.68,604,657,9.79,10.65,47.9,6.25,93.77,0.91,100.35,100.02,149,157,2.41,2.54,48.69,44.28,76
CAR,20112012,Regular,82,3840.32,3627,3879,56.67,60.6,48.32,3.78,95.8,2659,2903,41.54,45.36,47.81,5.15,94.39,1878,2071,29.34,32.36,47.56,7.29,92.13,166.22,184.12,2.6,2.88,47.45,574,642,8.97,10.03,47.2,6.25,93.66,0.73,99.42,99.91,137,163,2.14,2.55,45.67,51.04,54
CAR,20122013,Regular,48,2252.83,2352,2213,62.64,58.94,51.52,3.78,95.21,1726,1686,45.97,44.9,50.59,5.16,93.71,1220,1193,32.49,31.77,50.56,7.3,91.11,107.2,111.35,2.86,2.97,49.05,370,396,9.85,10.55,48.3,6.21,93.4,0.32,98.41,99.61,89,106,2.37,2.82,45.64,49.98,26
CAR,20132014,Regular,82,3877.39,3821,3775,59.13,58.42,50.3,3.56,96.03,2821,2866,43.65,44.35,49.6,4.82,94.77,1995,2029,30.87,31.4,49.58,6.82,92.61,168.56,175.55,2.61,2.72,48.99,558,599,8.63,9.27,48.23,5.98,93.87,0.89,99.42,99.85,136,150,2.1,2.32,47.55,52.48,38
CAR,20142015,Regular,82,3991.7,3871,3515,58.19,52.83,52.41,3.25,95.31,2844,2606,42.75,39.17,52.18,4.43,93.67,2026,1812,30.45,27.24,52.79,6.22,90.89,171.45,163.45,2.58,2.46,51.2,589,578,8.85,8.69,50.47,6.03,93.73,-0.06,97.11,99.76,126,165,1.89,2.48,43.3,52.81,47
CAR,20152016,Regular,82,3980.24,3682,3474,55.5,52.37,51.45,3.59,95.45,2731,2658,41.17,40.07,50.68,4.83,94.06,1916,1848,28.88,27.86,50.9,6.89,91.45,168.87,169.22,2.55,2.55,49.95,573,610,8.64,9.2,48.44,6.18,93.63,0.42,98.34,99.82,132,158,1.99,2.38,45.52,53.68,23
CAR,20162017,Regular,81,3967.98,3782,3600,57.19,54.44,51.23,3.78,95.33,2767,2727,41.84,41.24,50.36,5.17,93.84,1952,1927,29.52,29.14,50.32,7.33,91.28,179.9,171.68,2.72,2.6,51.17,608,590,9.19,8.92,50.75,6.5,93.7,0.13,98.61,100.21,143,168,2.16,2.54,45.98,52.45,37
CBJ,20072008,Regular,82,3468.74,2930,2675,50.68,46.27,52.27,3.79,95.33,2269,2058,39.25,35.6,52.44,4.89,93.93,1694,1559,29.3,26.97,52.08,6.55,91.98,130.43,114.3,2.26,1.98,53.3,419,379,7.25,6.56,52.51,5.75,94.45,-0.52,98.53,100.19,111,125,1.92,2.16,47.03,52.31,2
CBJ,20082009,Regular,82,3601.26,3106,2870,51.75,47.82,51.97,4.93,95.44,2375,2156,39.57,35.92,52.42,6.44,93.92,1756,1581,29.26,26.34,52.62,8.71,91.71,142.1,130.11,2.37,2.17,52.2,505,437,8.41,7.28,53.61,5.98,93.97,-0.04,100.43,99.95,153,131,2.55,2.18,53.87,50.74,-15
CBJ,20092010,Regular,81,3651.47,2940,3198,48.31,52.55,47.9,4.49,94.84,2252,2465,37,40.5,47.74,5.86,93.31,1716,1803,28.2,29.63,48.76,7.69,90.85,132.06,141.01,2.17,2.32,48.36,484,494,7.95,8.12,49.49,5.86,94.28,-0.97,98.54,100.14,132,165,2.17,2.71,44.44,50.93,-8
CBJ,20102011,Regular,82,3687.46,3405,3287,55.4,53.48,50.88,4.08,95.16,2545,2463,41.41,40.08,50.82,5.46,93.54,1840,1808,29.94,29.42,50.44,7.55,91.21,150.18,146.4,2.44,2.38,50.64,520,510,8.46,8.3,50.49,5.9,94.06,-0.51,98.76,99.96,139,159,2.26,2.59,46.64,51.01,-12
CBJ,20112012,Regular,82,3730.73,3123,3440,50.23,55.32,47.58,4.13,95.29,2378,2609,38.24,41.96,47.68,5.42,93.79,1772,1969,28.5,31.67,47.37,7.28,91.77,139.98,143.41,2.25,2.31,49.4,452,447,7.27,7.19,50.28,5.89,94.5,-0.71,99.05,100.39,129,162,2.07,2.61,44.33,51.44,22
CBJ,20122013,Regular,48,2248.52,1810,2032,48.3,54.22,47.11,4.59,96.06,1288,1531,34.37,40.85,45.69,6.44,94.77,954,1131,25.46,30.18,45.76,8.7,92.93,74.43,88.38,1.99,2.36,45.72,218,269,5.82,7.18,44.76,5.78,94.23,0.55,101.63,100.01,83,80,2.21,2.13,50.92,52.04,3
CBJ,20132014,Regular,82,3742.85,3331,3348,53.4,53.67,49.87,4.38,95.94,2475,2500,39.68,40.08,49.75,5.9,94.56,1825,1874,29.26,30.04,49.34,8,92.74,137.61,133.72,2.21,2.14,50.72,429,407,6.88,6.52,51.32,5.56,94.65,-0.09,100.74,100.21,146,136,2.34,2.18,51.77,52.13,-14
CBJ,20142015,Regular,82,3794.13,3233,3597,51.13,56.88,47.34,4.45,95.36,2455,2760,38.82,43.65,47.08,5.87,93.95,1818,2043,28.75,32.31,47.09,7.92,91.83,145.37,160.76,2.3,2.54,47.49,506,538,8,8.51,48.47,5.92,94.18,-0.23,99.75,100.1,144,167,2.28,2.64,46.3,49.23,-43
CBJ,20152016,Regular,82,3846.86,3433,3714,53.54,57.93,48.03,4.31,95.72,2561,2713,39.94,42.32,48.56,5.78,94.14,1875,1961,29.24,30.59,48.88,7.89,91.89,177.36,164.01,2.77,2.56,51.96,661,588,10.31,9.17,52.92,6.93,93.95,0.18,99.79,100.88,148,159,2.31,2.48,48.21,49.1,-6
CBJ,20162017,Regular,82,3928.45,3720,3674,56.82,56.11,50.31,4.52,96.41,2775,2725,42.38,41.62,50.45,6.05,95.16,2057,1960,31.42,29.94,51.21,8.17,93.27,173.76,172.83,2.65,2.64,50.13,594,575,9.07,8.78,50.81,6.26,93.66,1.5,101.43,99.92,168,132,2.57,2.02,56,49.2,-8
CGY,20072008,Regular,83,3505.87,3075,2780,52.63,47.58,52.52,4.68,95.25,2340,2254,40.05,38.58,50.94,6.15,94.14,1651,1652,28.26,28.27,49.98,8.72,92.01,139.52,124.78,2.39,2.14,52.79,479,420,8.2,7.19,53.28,5.96,94.46,-0.32,100.73,100.43,144,132,2.46,2.26,52.17,50.62,-40
CGY,20082009,Regular,81,3468.35,3597,2861,62.23,49.49,55.7,4.45,94.69,2694,2324,46.6,40.2,53.69,5.94,93.46,1926,1680,33.32,29.06,53.41,8.31,90.95,153.8,134.11,2.66,2.32,53.42,522,460,9.03,7.96,53.16,5.71,94.23,-0.77,99.26,99.94,160,152,2.77,2.63,51.28,51.97,2
CGY,20092010,Regular,82,3747.97,3517,3267,56.3,52.3,51.84,3.78,95.87,2584,2474,41.37,39.61,51.09,5.15,94.54,1797,1766,28.77,28.27,50.44,7.4,92.36,138.45,135.37,2.22,2.17,50.56,435,440,6.96,7.04,49.71,5.36,94.53,0.01,99.76,99.89,133,135,2.13,2.16,49.63,49.3,-5
CGY,20102011,Regular,82,3763.97,3596,3358,57.32,53.53,51.71,4.48,95.65,2675,2420,42.64,38.58,52.5,6.02,93.97,1892,1738,30.16,27.7,52.12,8.51,91.6,147.77,129,2.36,2.06,53.39,461,389,7.35,6.2,54.24,5.52,94.67,-0.7,100.11,100.19,161,146,2.57,2.33,52.44,48.7,22
CGY,20112012,Regular,82,3859.73,3283,3643,51.03,56.63,47.4,4.08,95.99,2411,2752,37.48,42.78,46.7,5.56,94.69,1755,1968,27.28,30.59,47.14,7.64,92.58,149.09,152.04,2.32,2.36,49.51,490,466,7.62,7.24,51.26,6.18,94.48,0.22,100.22,100.66,134,146,2.08,2.27,47.86,46.56,12
CGY,20122013,Regular,48,2280.05,1958,2176,51.53,57.26,47.36,4.24,94.44,1454,1608,38.26,42.31,47.49,5.71,92.48,1043,1138,27.45,29.95,47.82,7.96,89.37,88.19,99.11,2.32,2.61,47.08,316,332,8.32,8.74,48.77,6.07,93.84,-1.36,97.33,99.9,83,121,2.18,3.18,40.69,47.41,-2
CGY,20132014,Regular,82,3940.23,3321,3848,50.57,58.6,46.32,4.1,95.53,2439,2669,37.14,40.64,47.75,5.58,93.56,1730,1888,26.34,28.75,47.82,7.86,90.89,138.87,160.15,2.11,2.44,46.44,436,526,6.64,8.01,45.32,5.69,94,-0.44,98.75,99.69,136,172,2.07,2.62,44.16,46.56,4
CGY,20142015,Regular,82,3968.85,3346,4184,50.58,63.25,44.44,4.54,96.32,2394,2840,36.19,42.93,45.74,6.35,94.58,1702,1978,25.73,29.9,46.25,8.93,92.21,141.75,163.83,2.14,2.48,46.39,467,542,7.06,8.19,46.28,5.92,94.23,0.35,101.15,100.15,152,154,2.3,2.33,49.67,47.86,46
CGY,20152016,Regular,82,3911.68,3505,3798,53.76,58.26,47.99,4.34,95.58,2544,2710,39.02,41.57,48.42,5.97,93.8,1857,1898,28.48,29.11,49.45,8.19,91.15,150.85,162.34,2.31,2.49,48.17,493,552,7.56,8.47,47.18,5.93,94.01,-0.21,99.33,99.94,152,168,2.33,2.58,47.5,49.42,30
CGY,20162017,Regular,82,3792.48,3474,3399,54.96,53.77,50.55,4,95.76,2535,2527,40.11,39.98,50.08,5.48,94.3,1839,1793,29.09,28.37,50.63,7.56,91.97,147.9,156.64,2.34,2.48,48.56,465,517,7.36,8.18,47.35,5.83,93.8,0.5,99.53,99.64,139,144,2.2,2.28,49.12,48.77,-20
CHI,20072008,Regular,81,3369.92,2658,2669,47.32,47.52,49.9,5.38,95.05,2068,2082,36.82,37.07,49.83,6.91,93.66,1613,1637,28.72,29.15,49.63,8.87,91.94,120.68,129.01,2.15,2.3,48.33,431,449,7.67,7.99,48.98,5.84,93.8,-0.14,100.8,99.64,143,132,2.55,2.35,52,51.72,-34
CHI,20082009,Regular,82,3602.77,3362,2725,55.99,45.38,55.23,4.46,95.3,2636,2153,43.9,35.86,55.04,5.69,94.05,1983,1657,33.02,27.6,54.48,7.56,92.28,149.46,134.95,2.49,2.25,52.55,508,492,8.46,8.19,50.8,5.67,93.73,0.32,99.84,99.4,150,128,2.5,2.13,53.96,47.23,47
