Team,Season,Season.Type,GP,TOI,CF,CA,CF60,CA60,CF_Perc,CSh_Perc,CSv_Perc,FF,FA,FF60,FA60,FF_Perc,FSh_Perc,FSv_Perc,SF,SA,SF60,SA60,SF_Perc,Sh_Perc,Sv_Perc,xGF,xGA,xGF60,xGA60,xGF_Perc,SCF,SCA,SCF60,SCA60,SCF_Perc,xFSh_Perc,xFSv_Perc,Adj.FSv_Perc,PDO,xPDO,GF,GA,GF60,GA60,GF_Perc,FO_Perc,PENDIFF
CHI,20092010,Regular,82,3803.17,3783,2907,59.68,45.86,56.55,4.71,94.94,2889,2108,45.58,33.26,57.81,6.16,93.03,2143,1555,33.81,24.53,57.95,8.31,90.55,167.55,131.72,2.64,2.08,55.99,603,488,9.51,7.7,55.27,5.8,93.75,-0.73,98.85,99.55,178,147,2.81,2.32,54.77,51.91,13
CHI,20102011,Regular,82,3897.36,3719,3321,57.25,51.13,52.83,4.49,95.63,2799,2448,43.09,37.69,53.34,5.97,94.08,2081,1808,32.04,27.83,53.51,8.02,91.98,159.93,148.7,2.46,2.29,51.82,530,536,8.16,8.25,49.72,5.71,93.93,0.15,100.01,99.64,167,145,2.57,2.23,53.53,50.65,25
CHI,20112012,Regular,82,3892.43,3712,3301,57.22,50.88,52.93,4.5,94.97,2787,2487,42.96,38.34,52.84,5.99,93.33,2045,1825,31.52,28.13,52.84,8.17,90.9,163.19,153.11,2.52,2.36,51.59,532,553,8.2,8.52,49.03,5.86,93.84,-0.52,99.07,99.7,167,166,2.57,2.56,50.15,50.36,29
CHI,20122013,Regular,48,2264.45,2117,1793,56.09,47.51,54.14,5.05,96.21,1577,1290,41.78,34.18,55.01,6.79,94.73,1179,965,31.24,25.57,54.99,9.08,92.95,91.5,80.31,2.42,2.13,53.26,288,269,7.63,7.13,51.71,5.8,93.77,0.95,102.03,99.58,107,68,2.84,1.8,61.14,50.55,12
CHI,20132014,Regular,82,3917.41,3909,3136,59.87,48.03,55.49,4.68,95.28,2884,2323,44.17,35.58,55.39,6.35,93.63,2168,1735,33.21,26.57,55.55,8.44,91.47,169,139.29,2.59,2.13,54.82,572,483,8.76,7.4,54.22,5.86,94,-0.37,99.91,99.86,183,148,2.8,2.27,55.29,51.8,-6
CHI,20142015,Regular,82,3928.86,4012,3474,61.27,53.05,53.59,3.74,96.29,2905,2619,44.36,40,52.59,5.16,95.07,2186,1989,33.38,30.38,52.36,6.86,93.51,163.34,160.9,2.49,2.46,50.38,557,571,8.51,8.72,49.38,5.62,93.86,1.22,100.38,99.48,150,129,2.29,1.97,53.76,51.9,22
CHI,20152016,Regular,82,3920.34,3682,3588,56.35,54.91,50.65,3.64,96.07,2666,2653,40.8,40.6,50.12,5.03,94.69,1985,1964,30.38,30.06,50.27,6.75,92.82,151.53,158.82,2.32,2.43,48.83,499,553,7.64,8.46,47.43,5.68,94.01,0.67,99.57,99.7,134,141,2.05,2.16,48.73,49.35,18
CHI,20162017,Regular,82,4012.04,3774,3713,56.44,55.53,50.41,4.37,96.28,2709,2716,40.51,40.62,49.94,6.09,94.92,2016,2047,30.15,30.61,49.62,8.18,93.26,161.64,167.63,2.42,2.51,49.09,524,562,7.84,8.4,48.25,5.97,93.83,1.09,101.44,99.79,165,138,2.47,2.06,54.46,47.68,19
COL,20072008,Regular,82,3647.64,2927,3169,48.15,52.13,48.02,5.33,95.65,2294,2343,37.73,38.54,49.47,6.8,94.11,1739,1679,28.6,27.62,50.88,8.97,91.78,148.58,138.23,2.44,2.27,51.8,529,448,8.7,7.37,54.15,6.48,94.1,0.01,100.75,100.58,156,138,2.57,2.27,53.06,48.05,27
COL,20082009,Regular,82,3692.41,3138,3566,50.99,57.95,46.81,3.95,95.32,2385,2575,38.76,41.84,48.08,5.2,93.51,1764,1800,28.66,29.25,49.49,7.03,90.72,135.4,142.56,2.2,2.32,48.71,441,458,7.17,7.44,49.05,5.68,94.46,-0.95,97.75,100.14,124,167,2.01,2.71,42.61,48.45,18
COL,20092010,Regular,82,3720.8,2976,3669,47.99,59.16,44.79,5.14,96.02,2313,2707,37.3,43.65,46.08,6.61,94.61,1721,1976,27.75,31.86,46.55,8.89,92.61,141.38,153.42,2.28,2.47,47.96,492,492,7.93,7.93,50,6.11,94.33,0.27,101.5,100.44,153,146,2.47,2.35,51.17,47.36,3
COL,20102011,Regular,82,3777.79,3287,3661,52.21,58.15,47.31,4.47,95.3,2492,2749,39.58,43.66,47.55,5.9,93.74,1835,1982,29.14,31.48,48.07,8.01,91.32,155.03,157.94,2.46,2.51,49.53,524,526,8.32,8.35,49.9,6.22,94.25,-0.51,99.33,100.48,147,172,2.33,2.73,46.08,51.23,-22
COL,20112012,Regular,82,3907.44,3748,3562,57.55,54.7,51.27,3.6,95.9,2760,2710,42.38,41.61,50.46,4.89,94.61,2040,1941,31.32,29.8,51.24,6.62,92.48,156.83,156.33,2.41,2.4,50.08,531,527,8.15,8.09,50.19,5.68,94.23,0.38,99.1,99.91,135,146,2.07,2.24,48.04,51.48,-38
COL,20122013,Regular,48,2250.34,2074,2174,55.3,57.96,48.82,3.81,95.54,1526,1583,40.69,42.21,49.08,5.18,93.87,1118,1131,29.81,30.16,49.71,7.07,91.42,88.23,94.84,2.35,2.53,48.19,275,301,7.33,8.03,47.74,5.78,94.01,-0.14,98.49,99.79,79,97,2.11,2.59,44.89,51.22,-34
COL,20132014,Regular,82,3898.96,3417,3876,52.58,59.65,46.85,4.83,96.23,2537,2914,39.04,44.84,46.54,6.5,94.99,1874,2070,28.84,31.85,47.52,8.8,92.95,148.1,169.93,2.28,2.62,46.57,517,586,7.96,9.02,46.87,5.84,94.17,0.82,101.75,100.01,165,146,2.54,2.25,53.05,49.12,1
COL,20142015,Regular,82,3889.37,3116,4104,48.07,63.31,43.16,4.91,96.2,2327,2969,35.9,45.8,43.94,6.57,94.75,1754,2118,27.06,32.67,45.3,8.72,92.63,126.41,173.95,1.95,2.68,42.09,425,580,6.56,8.95,42.29,5.43,94.14,0.6,101.36,99.57,153,156,2.36,2.41,49.51,50.51,-11
COL,20152016,Regular,82,3825.72,3197,4036,50.14,63.3,44.2,4.32,96.26,2408,2914,37.77,45.7,45.25,5.73,94.82,1772,2075,27.79,32.54,46.06,7.79,92.72,128.35,168.49,2.01,2.64,43.24,423,572,6.63,8.97,42.51,5.33,94.22,0.6,100.51,99.55,138,151,2.16,2.37,47.75,50.08,7
COL,20162017,Regular,82,3869.33,3438,3646,53.31,56.54,48.53,3.32,94.71,2529,2788,39.22,43.23,47.56,4.51,93.08,1810,2072,28.07,32.13,46.63,6.3,90.69,133.96,157.85,2.08,2.45,45.91,398,506,6.17,7.85,44.03,5.3,94.34,-1.26,96.98,99.64,114,193,1.77,2.99,37.13,52.96,-40
DAL,20072008,Regular,82,3535.35,2944,2739,49.96,46.48,51.8,4.82,95.22,2219,2172,37.66,36.86,50.54,6.4,93.97,1589,1548,26.97,26.27,50.65,8.94,91.54,125.82,120.62,2.14,2.05,51.06,405,402,6.87,6.82,50.19,5.67,94.45,-0.48,100.47,100.12,142,131,2.41,2.22,52.01,49.79,-44
DAL,20082009,Regular,82,3584.32,3088,3093,51.69,51.78,49.96,4.86,94.86,2410,2369,40.34,39.66,50.43,6.22,93.29,1678,1698,28.09,28.42,49.7,8.94,90.64,129.38,137.41,2.17,2.3,48.5,433,479,7.25,8.02,47.48,5.37,94.2,-0.91,99.58,99.57,150,159,2.51,2.66,48.54,47.98,7
DAL,20092010,Regular,81,3712.31,3303,3556,53.38,57.47,48.16,4.42,95.75,2513,2707,40.62,43.75,48.14,5.81,94.42,1819,1906,29.4,30.81,48.83,8.03,92.08,137.93,143.5,2.23,2.32,49.01,484,475,7.82,7.68,50.47,5.49,94.7,-0.28,100.1,100.19,146,151,2.36,2.44,49.16,48.26,16
DAL,20102011,Regular,82,3745.74,3248,3505,52.03,56.14,48.1,4.4,95.98,2401,2620,38.46,41.97,47.82,5.96,94.62,1646,1880,26.37,30.11,46.68,8.69,92.5,132.01,146.13,2.11,2.34,47.46,454,499,7.27,7.99,47.64,5.5,94.42,0.2,101.19,99.92,143,141,2.29,2.26,50.35,50.17,45
DAL,20112012,Regular,82,3815.52,3586,3612,56.39,56.8,49.82,4.02,95.85,2651,2643,41.69,41.56,50.08,5.43,94.32,1858,1893,29.22,29.77,49.53,7.75,92.08,139.41,146.55,2.19,2.3,48.75,455,479,7.15,7.53,48.72,5.26,94.46,-0.13,99.83,99.71,144,150,2.26,2.36,48.98,48.98,-37
DAL,20122013,Regular,48,2189.91,1991,2083,54.55,57.07,48.87,4.62,95.63,1408,1578,38.58,43.23,47.15,6.53,94.23,972,1113,26.63,30.49,46.62,9.47,91.82,86.9,98.53,2.38,2.7,46.86,302,324,8.27,8.88,48.24,6.17,93.76,0.48,101.29,99.93,92,91,2.52,2.49,50.27,49.38,-18
DAL,20132014,Regular,82,3798.7,3704,3631,58.5,57.35,50.5,4.27,95.92,2765,2666,43.67,42.11,50.91,5.71,94.45,1934,1872,30.55,29.57,50.81,8.17,92.09,168.31,166.98,2.66,2.64,50.2,555,554,8.77,8.75,50.05,6.09,93.74,0.71,100.26,99.82,158,148,2.5,2.34,51.63,50.65,30
DAL,20142015,Regular,82,3805.52,3969,3641,62.58,57.41,52.16,4.38,95.33,2919,2657,46.02,41.89,52.35,5.96,93.6,1987,1878,31.33,29.61,51.41,8.76,90.95,176.28,160.22,2.78,2.53,52.39,621,553,9.79,8.72,52.9,6.04,93.97,-0.37,99.7,100.01,174,170,2.74,2.68,50.58,51.85,38
DAL,20152016,Regular,82,3871.98,4034,3641,62.51,56.42,52.56,4.09,95.77,2962,2682,45.9,41.56,52.48,5.57,94.26,2056,1849,31.86,28.65,52.65,8.03,91.67,181.55,164.85,2.81,2.55,52.41,626,609,9.7,9.44,50.69,6.13,93.85,0.4,99.7,99.98,165,154,2.56,2.39,51.72,50.73,3
DAL,20162017,Regular,82,3912.42,3853,3839,59.09,58.87,50.09,3.89,95.99,2816,2743,43.19,42.07,50.66,5.33,94.39,1971,1909,30.23,29.28,50.8,7.61,91.93,171.64,175.07,2.63,2.68,49.51,564,576,8.65,8.83,49.47,6.1,93.62,0.77,99.54,99.71,150,154,2.3,2.36,49.34,50.19,13
DET,20072008,Regular,82,3499.28,3410,2392,58.47,41.01,58.77,4.28,95.69,2715,1880,46.55,32.24,59.09,5.38,94.52,1954,1375,33.5,23.58,58.7,7.47,92.51,144.2,111.51,2.47,1.91,56.39,460,385,7.89,6.6,54.44,5.31,94.07,0.45,99.98,99.38,146,103,2.5,1.77,58.63,52.71,24
DET,20082009,Regular,81,3593.98,3661,2725,61.12,45.49,57.33,4.64,94.86,2836,2218,47.35,37.03,56.11,5.99,93.69,2109,1634,35.21,27.28,56.35,8.06,91.43,145.79,128.45,2.43,2.14,53.16,451,428,7.53,7.15,51.31,5.14,94.21,-0.52,99.49,99.35,170,140,2.84,2.34,54.84,54.15,22
DET,20092010,Regular,82,3778.2,3727,3174,59.19,50.4,54.01,3.7,95.24,2842,2501,45.13,39.72,53.19,4.86,93.96,2042,1854,32.43,29.44,52.41,6.76,91.86,157.32,146.68,2.5,2.33,51.75,498,516,7.91,8.19,49.11,5.54,94.14,-0.17,98.61,99.67,138,151,2.19,2.4,47.75,51.14,24
DET,20102011,Regular,82,3778.59,3809,3350,60.48,53.19,53.21,4.33,95.13,2942,2641,46.72,41.94,52.7,5.61,93.83,2091,1941,33.2,30.82,51.86,7.89,91.6,162.18,149.81,2.58,2.38,51.98,559,506,8.88,8.03,52.49,5.51,94.33,-0.5,99.49,99.84,165,163,2.62,2.59,50.3,51.29,-25
DET,20112012,Regular,82,3799.74,3666,3012,57.89,47.56,54.9,4.88,95.95,2790,2296,44.06,36.26,54.86,6.42,94.69,2046,1683,32.31,26.58,54.87,8.75,92.75,158.91,137.93,2.51,2.18,53.53,556,488,8.78,7.71,53.26,5.7,93.99,0.69,101.5,99.69,179,122,2.83,1.93,59.47,50.99,19
DET,20122013,Regular,48,2202.3,2069,1789,56.37,48.74,53.63,3.62,96.25,1563,1364,42.58,37.16,53.4,4.8,95.09,1113,1023,30.32,27.87,52.11,6.74,93.45,89.53,80.18,2.44,2.18,52.76,308,272,8.39,7.41,53.1,5.73,94.12,0.97,100.19,99.85,75,67,2.04,1.83,52.82,48.89,12
DET,20132014,Regular,82,3776.68,3320,3138,52.74,49.85,51.41,4.58,95.38,2560,2412,40.67,38.32,51.49,5.94,93.99,1860,1820,29.55,28.91,50.54,8.17,92.03,138.29,138.53,2.2,2.2,49.96,427,460,6.78,7.31,48.14,5.4,94.26,-0.27,100.21,99.66,152,145,2.41,2.3,51.18,50.61,-30
DET,20142015,Regular,82,3739.36,3361,2925,53.93,46.93,53.47,3.93,95.69,2481,2289,39.81,36.73,52.01,5.32,94.5,1800,1703,28.88,27.33,51.38,7.33,92.6,148.12,133.46,2.38,2.14,52.6,522,440,8.38,7.06,54.26,5.97,94.17,0.33,99.93,100.14,132,126,2.12,2.02,51.16,52.26,24
DET,20152016,Regular,82,3778.98,3403,3176,54.03,50.43,51.73,3.82,95.65,2569,2541,40.79,40.34,50.27,5.06,94.57,1854,1872,29.44,29.72,49.76,7.01,92.63,154.08,153.08,2.45,2.43,50.16,535,541,8.49,8.59,49.72,6,93.98,0.59,99.64,99.97,130,138,2.06,2.19,48.51,50.2,30
DET,20162017,Regular,81,3858.1,3280,3514,51.01,54.65,48.28,4.33,95.45,2515,2686,39.11,41.77,48.36,5.65,94.04,1808,1928,28.12,29.98,48.39,7.85,91.7,149.33,160.56,2.32,2.5,48.19,499,528,7.76,8.21,48.59,5.94,94.02,0.02,99.56,99.96,142,160,2.21,2.49,47.02,51.61,45
EDM,20072008,Regular,82,3538.71,2959,3425,50.17,58.07,46.35,4.83,95.15,2256,2586,38.25,43.85,46.59,6.34,93.58,1602,1830,27.16,31.03,46.68,8.93,90.93,139.9,155.71,2.37,2.64,47.33,432,469,7.32,7.95,47.95,6.2,93.98,-0.4,99.86,100.18,143,166,2.42,2.81,46.28,49.23,3
EDM,20082009,Regular,82,3585.51,3161,3482,52.9,58.27,47.58,4.75,95.84,2361,2657,39.51,44.46,47.05,6.35,94.54,1690,1921,28.28,32.15,46.8,8.88,92.45,148.39,156.37,2.48,2.62,48.69,500,515,8.37,8.62,49.26,6.29,94.11,0.43,101.33,100.4,150,145,2.51,2.43,50.85,48.02,3
EDM,20092010,Regular,82,3731.13,3231,3955,51.96,63.6,44.96,4.39,95.25,2463,2956,39.61,47.54,45.45,5.77,93.64,1782,2073,28.66,33.34,46.23,7.97,90.93,148.11,175.41,2.38,2.82,45.78,486,612,7.82,9.84,44.26,6.01,94.07,-0.43,98.9,100.08,142,188,2.28,3.02,43.03,46.95,7
EDM,20102011,Regular,82,3714.17,3155,3650,50.97,58.96,46.36,3.9,95.37,2269,2702,36.65,43.65,45.64,5.42,93.75,1632,1924,26.36,31.08,45.89,7.54,91.22,143.57,178.07,2.32,2.88,44.64,490,636,7.92,10.27,43.52,6.33,93.41,0.34,98.75,99.74,123,169,1.99,2.73,42.12,44.5,-25
EDM,20112012,Regular,82,3784.3,3269,3644,51.83,57.78,47.29,4.22,95.83,2436,2666,38.62,42.27,47.75,5.67,94.3,1729,1934,27.41,30.66,47.2,7.98,92.14,152.5,170.62,2.42,2.71,47.2,524,582,8.31,9.23,47.38,6.26,93.6,0.7,100.12,99.86,138,152,2.19,2.41,47.59,47.38,-38
EDM,20122013,Regular,48,2199.76,1817,2258,49.56,61.59,44.59,4.4,96.01,1379,1678,37.61,45.77,45.11,5.8,94.64,990,1203,27,32.81,45.14,8.08,92.52,82.86,106.41,2.26,2.9,43.78,274,365,7.47,9.96,42.88,6.01,93.66,0.98,100.6,99.67,80,90,2.18,2.45,47.06,44.64,11
EDM,20132014,Regular,82,3771.66,3105,3900,49.39,62.04,44.33,4.12,95.44,2298,2910,36.56,46.29,44.12,5.57,93.88,1652,2054,26.28,32.68,44.58,7.75,91.33,143.19,174.61,2.28,2.78,45.06,483,567,7.68,9.02,46,6.23,94,-0.12,99.08,100.23,128,178,2.04,2.83,41.83,49.86,-10
EDM,20142015,Regular,82,4014.16,3563,3852,53.26,57.58,48.05,3.68,94.89,2587,2848,38.67,42.57,47.6,5.06,93.08,1844,2007,27.56,30,47.88,7.1,90.18,145.25,181.73,2.17,2.72,44.42,480,616,7.17,9.21,43.8,5.61,93.62,-0.54,97.29,99.23,131,197,1.96,2.94,39.94,48.3,-7
EDM,20152016,Regular,82,3885.42,3577,3738,55.24,57.72,48.9,3.75,95.45,2587,2763,39.95,42.67,48.36,5.18,93.85,1873,1984,28.92,30.64,48.56,7.15,91.43,160.06,165.01,2.47,2.55,49.24,530,543,8.18,8.39,49.39,6.19,94.03,-0.18,98.59,100.21,134,170,2.07,2.63,44.08,48.69,0
EDM,20162017,Regular,82,3954.84,3664,3667,55.59,55.63,49.98,4.56,96.15,2740,2638,41.57,40.02,50.95,6.09,94.66,2006,1924,30.43,29.19,51.04,8.33,92.67,173.08,172.45,2.63,2.62,50.09,611,579,9.27,8.78,51.34,6.32,93.46,1.19,101,99.78,167,141,2.53,2.14,54.22,47.26,11
FLA,20072008,Regular,82,3614.33,3231,3389,53.64,56.26,48.81,4.12,95.99,2497,2705,41.45,44.9,48,5.33,94.97,1855,2006,30.79,33.3,48.04,7.17,93.22,136.86,155.03,2.27,2.57,46.89,412,489,6.84,8.12,45.73,5.48,94.27,0.7,100.39,99.75,133,136,2.21,2.26,49.44,48.82,-53
FLA,20082009,Regular,82,3709.04,3271,3741,52.91,60.52,46.65,4.59,96.12,2469,2932,39.94,47.43,45.71,6.08,95.05,1805,2167,29.2,35.05,45.44,8.31,93.31,147.13,164.18,2.38,2.66,47.26,488,511,7.89,8.27,48.85,5.96,94.4,0.65,101.62,100.36,150,145,2.43,2.35,50.85,48.35,12
FLA,20092010,Regular,82,3775.16,3204,3985,50.92,63.34,44.57,4.34,96.21,2439,2900,38.76,46.09,45.68,5.7,94.79,1754,2144,27.88,34.08,45,7.92,92.96,139.85,169.05,2.22,2.69,45.27,448,563,7.12,8.95,44.31,5.73,94.17,0.62,100.88,99.9,139,151,2.21,2.4,47.93,49.81,33
FLA,20102011,Regular,82,3837.43,3651,3605,57.09,56.37,50.32,3.81,95.59,2722,2729,42.56,42.67,49.94,5.11,94.17,1965,1995,30.72,31.19,49.62,7.07,92.03,158.62,149.24,2.48,2.33,51.52,530,474,8.29,7.41,52.79,5.83,94.53,-0.36,99.1,100.36,139,159,2.17,2.49,46.64,51.75,12
FLA,20112012,Regular,82,3881.52,3430,3495,53.02,54.03,49.53,3.59,95.97,2579,2629,39.87,40.64,49.52,4.77,94.64,1871,1953,28.92,30.19,48.93,6.57,92.78,133.78,150.65,2.07,2.33,47.03,385,468,5.95,7.23,45.13,5.19,94.27,0.37,99.35,99.46,123,141,1.9,2.18,46.59,50.81,40
FLA,20122013,Regular,48,2289.87,2045,2116,53.58,55.44,49.15,3.13,94.52,1524,1623,39.93,42.53,48.43,4.2,92.85,1109,1198,29.06,31.39,48.07,5.77,90.32,83.99,97.27,2.2,2.55,46.34,235,310,6.16,8.12,43.12,5.51,94.01,-1.15,96.09,99.52,64,116,1.68,3.04,35.56,48.84,12
FLA,20132014,Regular,82,3847.43,3528,3402,55.02,53.05,50.91,4.05,94.8,2700,2623,42.11,40.91,50.72,5.3,93.25,1951,1939,30.43,30.24,50.15,7.33,90.87,157.33,155.17,2.45,2.42,50.35,467,489,7.28,7.63,48.85,5.83,94.08,-0.83,98.2,99.91,143,177,2.23,2.76,44.69,47.59,31
FLA,20142015,Regular,82,3884.74,3537,3363,54.63,51.94,51.26,4.1,95.75,2690,2585,41.55,39.93,51,5.39,94.47,1990,1857,30.74,28.68,51.73,7.29,92.3,151.16,143.93,2.33,2.22,51.22,435,418,6.72,6.46,51,5.62,94.43,0.04,99.59,100.05,145,143,2.24,2.21,50.35,48.1,28
FLA,20152016,Regular,82,3794.37,3106,3275,49.11,51.79,48.68,5.12,96.18,2448,2555,38.71,40.4,48.93,6.5,95.11,1799,1846,28.45,29.19,49.36,8.84,93.23,139.69,145.76,2.21,2.3,48.94,465,474,7.35,7.5,49.52,5.71,94.3,0.81,102.07,100,159,125,2.51,1.98,55.99,49.09,23
FLA,20162017,Regular,82,3814.69,3517,3445,55.32,54.19,50.52,3.7,95.36,2717,2698,42.73,42.44,50.18,4.78,94.07,1982,2040,31.17,32.09,49.28,6.56,92.16,146.57,161.63,2.31,2.54,47.56,423,505,6.65,7.94,45.58,5.39,94.01,0.06,98.72,99.4,130,160,2.04,2.52,44.83,47.67,0
L.A,20072008,Regular,83,3601.88,3010,3579,50.14,59.62,45.68,4.55,95.14,2308,2789,38.45,46.46,45.28,5.94,93.76,1651,1963,27.5,32.7,45.68,8.3,91.14,137.94,164.68,2.3,2.74,45.58,472,547,7.86,9.11,46.32,5.98,94.1,-0.33,99.43,100.07,137,174,2.28,2.9,44.05,47.17,47
L.A,20082009,Regular,82,3513.75,3186,3098,54.4,52.9,50.7,3.55,95.61,2431,2348,41.51,40.09,50.87,4.65,94.21,1659,1658,28.33,28.31,50.02,6.81,91.8,139.47,130.99,2.38,2.24,51.57,460,424,7.85,7.24,52.04,5.74,94.42,-0.21,98.61,100.16,113,136,1.93,2.32,45.38,51.68,-11
L.A,20092010,Regular,82,3718.26,3272,3169,52.8,51.14,50.8,4.28,95.8,2524,2401,40.73,38.74,51.25,5.55,94.46,1768,1661,28.53,26.8,51.56,7.92,91.99,148.73,135.01,2.4,2.18,52.42,515,439,8.31,7.08,53.98,5.89,94.38,0.08,99.91,100.27,140,133,2.26,2.15,51.28,49.51,-5
L.A,20102011,Regular,82,3782.98,3548,3324,56.27,52.72,51.63,4.14,95.91,2614,2504,41.46,39.71,51.07,5.62,94.57,1792,1773,28.42,28.12,50.27,8.2,92.33,147.73,134.72,2.34,2.14,52.3,511,418,8.1,6.63,55.01,5.65,94.62,-0.05,100.53,100.27,147,136,2.33,2.16,51.94,50.47,-12
L.A,20112012,Regular,82,3740.82,3773,3119,60.52,50.03,54.74,3.1,96.22,2782,2404,44.62,38.56,53.64,4.21,95.09,1941,1656,31.13,26.56,53.96,6.03,92.87,152.72,137.48,2.45,2.21,52.63,471,410,7.55,6.58,53.46,5.49,94.28,0.81,98.9,99.77,117,118,1.88,1.89,49.79,51.73,-15
L.A,20122013,Regular,48,2247.98,2175,1688,58.05,45.05,56.3,3.95,95.32,1639,1307,43.75,34.88,55.63,5.25,93.96,1134,928,30.27,24.77,55,7.58,91.49,93.07,74.68,2.48,1.99,55.48,297,246,7.93,6.57,54.7,5.68,94.29,-0.33,99.07,99.97,86,79,2.3,2.11,52.12,52.32,-2
L.A,20132014,Regular,82,3725.74,3890,2956,62.65,47.6,56.82,3.37,96.52,2891,2263,46.56,36.44,56.09,4.53,95.45,1984,1587,31.95,25.56,55.56,6.6,93.51,165.8,134.29,2.67,2.16,55.25,538,453,8.66,7.3,54.29,5.73,94.07,1.38,100.11,99.8,131,103,2.11,1.66,55.98,53.11,30
L.A,20142015,Regular,82,3914.1,3918,3161,60.06,48.46,55.35,3.93,96.01,2918,2423,44.73,37.14,54.63,5.28,94.8,2038,1703,31.24,26.11,54.48,7.56,92.6,163.41,140.09,2.5,2.15,53.84,547,473,8.39,7.25,53.63,5.6,94.22,0.58,100.16,99.82,154,126,2.36,1.93,55,51.22,-6
L.A,20152016,Regular,82,3874.92,4084,3161,63.24,48.95,56.37,3.43,96.17,3054,2383,47.29,36.9,56.17,4.58,94.92,2064,1712,31.96,26.51,54.66,6.78,92.93,172.27,142.22,2.67,2.2,54.78,574,480,8.89,7.43,54.46,5.64,94.03,0.89,99.72,99.67,140,121,2.17,1.87,53.64,49.91,-30
L.A,20162017,Regular,82,3914.86,3970,3251,60.85,49.83,54.98,3.2,95.91,2926,2400,44.84,36.78,54.94,4.34,94.46,2028,1675,31.08,25.67,54.77,6.26,92.06,170.59,145.63,2.61,2.23,53.95,557,484,8.54,7.42,53.51,5.83,93.93,0.53,98.32,99.76,127,133,1.95,2.04,48.85,51.4,-10
MIN,20072008,Regular,81,3550.69,2971,3129,50.2,52.87,48.7,4.51,95.56,2241,2460,37.87,41.57,47.67,5.98,94.35,1567,1798,26.48,30.38,46.57,8.55,92.27,107.48,123.75,1.82,2.09,46.48,298,371,5.04,6.27,44.54,4.8,94.97,-0.62,100.82,99.77,134,139,2.26,2.35,49.08,46.4,20
MIN,20082009,Regular,82,3695.85,3020,3377,49.03,54.82,47.21,4.04,95.97,2291,2575,37.19,41.8,47.08,5.33,94.72,1630,1867,26.46,30.31,46.61,7.48,92.72,115.24,132.91,1.87,2.16,46.44,330,409,5.36,6.64,44.65,5.03,94.84,-0.12,100.2,99.87,122,136,1.98,2.21,47.29,47.99,15
MIN,20092010,Regular,83,3695.66,3119,3399,50.64,55.18,47.85,4.33,95.47,2364,2551,38.38,41.42,48.1,5.71,93.96,1654,1850,26.85,30.04,47.2,8.16,91.68,131.65,131.85,2.14,2.14,49.96,427,408,6.93,6.62,51.14,5.57,94.83,-0.87,99.84,100.4,135,154,2.19,2.5,46.71,51.76,-14
MIN,20102011,Regular,82,3749.54,3013,3646,48.21,58.34,45.25,4.18,95.91,2249,2777,35.99,44.44,44.75,5.6,94.63,1598,1982,25.57,31.72,44.64,7.88,92.48,121.19,147.13,1.94,2.35,45.16,397,472,6.35,7.55,45.68,5.39,94.7,-0.07,100.37,100.09,126,149,2.02,2.38,45.82,50.3,-4
MIN,20112012,Regular,82,3809.26,3091,3893,48.69,61.32,44.26,3.33,96.25,2289,2830,36.05,44.58,44.72,4.5,94.84,1653,1978,26.04,31.16,45.52,6.23,92.62,134.37,151.28,2.12,2.38,47.04,438,467,6.9,7.36,48.4,5.87,94.65,0.19,98.85,100.52,103,146,1.62,2.3,41.37,52.22,-28
MIN,20122013,Regular,48,2281.66,1932,1949,50.81,51.25,49.78,4.19,95.28,1437,1454,37.79,38.24,49.71,5.64,93.67,1055,1037,27.74,27.27,50.43,7.68,91.13,88.91,76.16,2.34,2,53.86,286,229,7.52,6.02,55.53,6.19,94.76,-1.09,98.81,100.95,81,92,2.13,2.42,46.82,52.61,7
MIN,20132014,Regular,82,3867.15,3183,3340,49.39,51.82,48.8,4.21,96.5,2360,2454,36.62,38.07,49.02,5.68,95.23,1693,1724,26.27,26.75,49.55,7.91,93.21,132.52,131.63,2.06,2.04,50.17,384,386,5.96,5.99,49.87,5.62,94.64,0.6,101.13,100.25,134,117,2.08,1.82,53.39,50.67,2
MIN,20142015,Regular,82,3857.66,3599,3453,55.98,53.71,51.04,4.58,95.77,2702,2484,42.03,38.63,52.1,6.11,94.12,1946,1773,30.27,27.58,52.33,8.48,91.77,158.52,130.02,2.47,2.02,54.94,501,396,7.79,6.16,55.85,5.87,94.77,-0.64,100.24,100.63,165,146,2.57,2.27,53.05,49.45,32
MIN,20152016,Regular,82,3930.17,3354,3654,51.2,55.78,47.86,4.14,96.5,2521,2663,38.49,40.65,48.63,5.51,95.19,1818,1843,27.75,28.14,49.66,7.65,93.05,144.56,141.29,2.21,2.16,50.57,480,464,7.33,7.08,50.85,5.73,94.69,0.5,100.7,100.43,139,128,2.12,1.95,52.06,52.43,53
MIN,20162017,Regular,82,3991.06,3648,3744,54.84,56.29,49.35,5.13,96.05,2768,2778,41.61,41.76,49.91,6.76,94.67,2032,1989,30.55,29.9,50.53,9.2,92.56,169.74,139.73,2.55,2.1,54.85,543,392,8.16,5.89,58.07,6.13,94.97,-0.3,101.76,101.1,187,148,2.81,2.22,55.82,51.89,32
