ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Group	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	corAns	Experiment	Experiment.Cycle	Experiment.Sample	jitter	probNum	probType	probVer	Procedure	Running	slot1	slot10	slot11	slot12	slot2	slot3	slot4	slot5	slot6	slot7	slot8	slot9	sourceType	stimulus.ACC	stimulus.CRESP	stimulus.RESP	stimulus.RT	stimulus.RTTime	target1Type	target2Type
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	1	1	1	1	1	858	57	a	a4	fractal	Experiment	Images\fractal168.png	Images\fractal172.png	Images\fractal172.png	Images\fractal172.png	Images\fractal168.png	Images\fractal169.png	Images\fractal169.png	Images\fractal170.png	Images\fractal170.png	Images\fractal171.png	Images\fractal171.png	Images\fractal172.png	d	1	1	1	5578	109484	d	s
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	2	1	2	1	2	572	69	s	s5	fractal	Experiment	Images\fractal216.png	Images\fractal316.png	Images\fractal317.png	Images\fractal318.png	Images\fractal216.png	Images\fractal217.png	Images\fractal217.png	Images\fractal448.png	Images\fractal449.png	Images\fractal450.png	Images\fractal451.png	Images\fractal316.png	ss	0	1	2	9889	121076	dd	sd
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	3	2	3	1	3	855	48	a	a2	fractal	Experiment	Images\fractal124.png	Images\fractal127.png	Images\fractal127.png	Images\fractal127.png	Images\fractal124.png	Images\fractal124.png	Images\fractal124.png	Images\fractal125.png	Images\fractal125.png	Images\fractal126.png	Images\fractal126.png	Images\fractal127.png	s	0	2	1	4218	127252	d	s
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	4	2	4	1	4	601	26	p	p2	fractal	Experiment	Images\fractal51.png	Images\fractal51.png	Images\fractal51.png	Images\fractal51.png	Images\fractal51.png	Images\fractal51.png	Images\fractal51.png	Images\fractal52.png	Images\fractal52.png	Images\fractal52.png	Images\fractal52.png	Images\fractal51.png	s	1	2	2	1376	130340	d	s
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	5	2	5	1	5	699	68	s	s4	fractal	Experiment	Images\fractal214.png	Images\fractal230.png	Images\fractal231.png	Images\fractal231.png	Images\fractal214.png	Images\fractal215.png	Images\fractal215.png	Images\fractal376.png	Images\fractal377.png	Images\fractal378.png	Images\fractal378.png	Images\fractal230.png	ss	0	2	1	6169	138316	ds	ss
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	6	2	6	1	6	644	23	p	p2	fractal	Experiment	Images\fractal45.png	Images\fractal45.png	Images\fractal45.png	Images\fractal45.png	Images\fractal45.png	Images\fractal45.png	Images\fractal45.png	Images\fractal46.png	Images\fractal46.png	Images\fractal46.png	Images\fractal46.png	Images\fractal45.png	s	1	2	2	2663	142740	d	s
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	7	2	7	1	7	853	49	a	a3	fractal	Experiment	Images\fractal128.png	Images\fractal131.png	Images\fractal132.png	Images\fractal132.png	Images\fractal128.png	Images\fractal129.png	Images\fractal129.png	Images\fractal130.png	Images\fractal130.png	Images\fractal130.png	Images\fractal130.png	Images\fractal131.png	d	1	2	2	11999	156708	s	d
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	8	1	8	1	8	651	38	a	a1	fractal	Experiment	Images\fractal84.png	Images\fractal86.png	Images\fractal87.png	Images\fractal87.png	Images\fractal84.png	Images\fractal84.png	Images\fractal84.png	Images\fractal85.png	Images\fractal85.png	Images\fractal85.png	Images\fractal85.png	Images\fractal86.png	s	1	1	1	3924	162395	s	d
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	9	2	9	1	9	973	25	p	p2	fractal	Experiment	Images\fractal49.png	Images\fractal49.png	Images\fractal49.png	Images\fractal49.png	Images\fractal49.png	Images\fractal49.png	Images\fractal49.png	Images\fractal50.png	Images\fractal50.png	Images\fractal50.png	Images\fractal50.png	Images\fractal49.png	s	1	2	2	2638	167107	d	s
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	10	1	10	1	10	721	37	a	a1	fractal	Experiment	Images\fractal80.png	Images\fractal82.png	Images\fractal83.png	Images\fractal83.png	Images\fractal80.png	Images\fractal80.png	Images\fractal80.png	Images\fractal81.png	Images\fractal81.png	Images\fractal81.png	Images\fractal81.png	Images\fractal82.png	s	1	1	1	7357	176291	s	d
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	11	1	11	1	11	894	13	p	p1	fractal	Experiment	Images\fractal25.png	Images\fractal26.png	Images\fractal26.png	Images\fractal26.png	Images\fractal25.png	Images\fractal25.png	Images\fractal25.png	Images\fractal25.png	Images\fractal25.png	Images\fractal25.png	Images\fractal25.png	Images\fractal26.png	s	1	1	1	11913	190211	s	d
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	12	1	12	1	12	950	60	a	a4	fractal	Experiment	Images\fractal183.png	Images\fractal187.png	Images\fractal187.png	Images\fractal187.png	Images\fractal183.png	Images\fractal184.png	Images\fractal184.png	Images\fractal185.png	Images\fractal185.png	Images\fractal186.png	Images\fractal186.png	Images\fractal187.png	d	1	1	1	4103	196379	d	s
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	13	1	13	1	13	952	75	s	s11	fractal	Experiment	Images\fractal262.png	Images\fractal236.png	Images\fractal237.png	Images\fractal237.png	Images\fractal262.png	Images\fractal263.png	Images\fractal264.png	Images\fractal286.png	Images\fractal286.png	Images\fractal287.png	Images\fractal288.png	Images\fractal236.png	sd	1	1	1	6273	204714	sd	ss
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	14	2	14	1	14	907	96	s	s32	fractal	Experiment	Images\fractal428.png	Images\fractal493.png	Images\fractal494.png	Images\fractal495.png	Images\fractal429.png	Images\fractal430.png	Images\fractal431.png	Images\fractal397.png	Images\fractal398.png	Images\fractal399.png	Images\fractal399.png	Images\fractal492.png	dd	1	2	2	8800	215538	ds	dd
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	15	2	15	1	15	567	42	a	a2	fractal	Experiment	Images\fractal100.png	Images\fractal103.png	Images\fractal103.png	Images\fractal103.png	Images\fractal100.png	Images\fractal100.png	Images\fractal100.png	Images\fractal101.png	Images\fractal101.png	Images\fractal102.png	Images\fractal102.png	Images\fractal103.png	s	1	2	2	2200	219418	d	s
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	16	1	16	1	16	830	15	p	p1	fractal	Experiment	Images\fractal29.png	Images\fractal30.png	Images\fractal30.png	Images\fractal30.png	Images\fractal29.png	Images\fractal29.png	Images\fractal29.png	Images\fractal29.png	Images\fractal29.png	Images\fractal29.png	Images\fractal29.png	Images\fractal30.png	s	0	1	2	8923	230306	s	d
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	17	2	17	1	17	522	55	a	a3	fractal	Experiment	Images\fractal158.png	Images\fractal161.png	Images\fractal162.png	Images\fractal162.png	Images\fractal158.png	Images\fractal159.png	Images\fractal159.png	Images\fractal160.png	Images\fractal160.png	Images\fractal160.png	Images\fractal160.png	Images\fractal161.png	d	1	2	2	6832	238762	s	d
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	18	2	18	1	18	999	22	p	p2	fractal	Experiment	Images\fractal43.png	Images\fractal43.png	Images\fractal43.png	Images\fractal43.png	Images\fractal43.png	Images\fractal43.png	Images\fractal43.png	Images\fractal44.png	Images\fractal44.png	Images\fractal44.png	Images\fractal44.png	Images\fractal43.png	s	1	2	2	13701	254577	d	s
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	19	2	19	1	19	672	85	s	s21	fractal	Experiment	Images\fractal340.png	Images\fractal322.png	Images\fractal323.png	Images\fractal324.png	Images\fractal341.png	Images\fractal342.png	Images\fractal342.png	Images\fractal456.png	Images\fractal457.png	Images\fractal458.png	Images\fractal459.png	Images\fractal322.png	ds	0	2	1	9886	266241	dd	sd
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	20	1	20	1	20	602	1	p	p1	fractal	Experiment	Images\fractal1.png	Images\fractal2.png	Images\fractal2.png	Images\fractal2.png	Images\fractal1.png	Images\fractal1.png	Images\fractal1.png	Images\fractal1.png	Images\fractal1.png	Images\fractal1.png	Images\fractal1.png	Images\fractal2.png	s	0	1	2	3619	271569	s	d
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	21	1	21	1	21	605	87	s	s23	fractal	Experiment	Images\fractal346.png	Images\fractal473.png	Images\fractal474.png	Images\fractal475.png	Images\fractal347.png	Images\fractal348.png	Images\fractal348.png	Images\fractal295.png	Images\fractal295.png	Images\fractal296.png	Images\fractal297.png	Images\fractal472.png	ds	0	1	2	5663	278945	sd	dd
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	22	1	22	1	22	829	93	s	s29	fractal	Experiment	Images\fractal416.png	Images\fractal325.png	Images\fractal326.png	Images\fractal327.png	Images\fractal417.png	Images\fractal418.png	Images\fractal419.png	Images\fractal460.png	Images\fractal461.png	Images\fractal462.png	Images\fractal463.png	Images\fractal325.png	dd	0	1	2	8401	289297	dd	sd
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	23	1	23	1	23	690	4	p	p1	fractal	Experiment	Images\fractal7.png	Images\fractal8.png	Images\fractal8.png	Images\fractal8.png	Images\fractal7.png	Images\fractal7.png	Images\fractal7.png	Images\fractal7.png	Images\fractal7.png	Images\fractal7.png	Images\fractal7.png	Images\fractal8.png	s	1	1	1	2460	293569	s	d
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	24	2	24	1	24	842	78	s	s14	fractal	Experiment	Images\fractal271.png	Images\fractal368.png	Images\fractal369.png	Images\fractal369.png	Images\fractal271.png	Images\fractal272.png	Images\fractal273.png	Images\fractal436.png	Images\fractal437.png	Images\fractal438.png	Images\fractal439.png	Images\fractal367.png	sd	1	2	2	7995	303536	dd	ds
Fractal Experiment	413	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337939</Frequency><Timestamp dt:dt="r8">3449495124231</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-01-21T21:16:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-413-1	60.020	1.0.0.253	1	636860580	Standard	2.0.10.356	2.0.10.356	01-21-2016	1/21/2016 9:16:19 PM	15:16:19	2.0.10.252	25	2	25	1	25	948	27	p	p2	fractal	Experiment	Images\fractal53.png	Images\fractal53.png	Images\fractal53.png	Images\fractal53.png	Images\fractal53.png	Images\fractal53.png	Images\fractal53.png	Images\fractal54.png	Images\fractal54.png	Images\fractal54.png	Images\fractal54.png	Images\fractal53.png	s	1	2	2	3058	340552	d	s
