ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Group	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	corAns	Experiment	Experiment.Cycle	Experiment.Sample	jitter	probNum	probType	probVer	Procedure	Running	slot1	slot10	slot11	slot12	slot2	slot3	slot4	slot5	slot6	slot7	slot8	slot9	sourceType	stimulus.ACC	stimulus.CRESP	stimulus.RESP	stimulus.RT	stimulus.RTTime	target1Type	target2Type
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	34	1	34	1	34	571	40	a	a1	fractal	Experiment	Images\fractal92.png	Images\fractal94.png	Images\fractal95.png	Images\fractal95.png	Images\fractal92.png	Images\fractal92.png	Images\fractal92.png	Images\fractal93.png	Images\fractal93.png	Images\fractal93.png	Images\fractal93.png	Images\fractal94.png	s	1	1	1	2530	361952	s	d
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	35	2	35	1	35	610	91	s	s27	fractal	Experiment	Images\fractal408.png	Images\fractal252.png	Images\fractal253.png	Images\fractal253.png	Images\fractal409.png	Images\fractal410.png	Images\fractal411.png	Images\fractal298.png	Images\fractal298.png	Images\fractal299.png	Images\fractal300.png	Images\fractal252.png	dd	1	2	2	3906	367592	sd	ss
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	36	2	36	1	36	882	92	s	s28	fractal	Experiment	Images\fractal412.png	Images\fractal254.png	Images\fractal255.png	Images\fractal255.png	Images\fractal413.png	Images\fractal414.png	Images\fractal415.png	Images\fractal385.png	Images\fractal386.png	Images\fractal387.png	Images\fractal387.png	Images\fractal254.png	dd	0	2	1	15040	384624	ds	ss
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	37	1	37	1	37	788	65	s	s1	fractal	Experiment	Images\fractal208.png	Images\fractal304.png	Images\fractal305.png	Images\fractal306.png	Images\fractal208.png	Images\fractal209.png	Images\fractal209.png	Images\fractal224.png	Images\fractal224.png	Images\fractal225.png	Images\fractal225.png	Images\fractal304.png	ss	1	1	1	7118	393647	ss	sd
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	38	1	38	1	38	546	12	p	p1	fractal	Experiment	Images\fractal23.png	Images\fractal24.png	Images\fractal24.png	Images\fractal24.png	Images\fractal23.png	Images\fractal23.png	Images\fractal23.png	Images\fractal23.png	Images\fractal23.png	Images\fractal23.png	Images\fractal23.png	Images\fractal24.png	s	1	1	1	8242	403551	s	d
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	39	2	39	1	39	600	54	a	a3	fractal	Experiment	Images\fractal153.png	Images\fractal156.png	Images\fractal157.png	Images\fractal157.png	Images\fractal153.png	Images\fractal154.png	Images\fractal154.png	Images\fractal155.png	Images\fractal155.png	Images\fractal155.png	Images\fractal155.png	Images\fractal156.png	d	1	2	2	5855	411127	s	d
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	40	2	40	1	40	675	41	a	a2	fractal	Experiment	Images\fractal96.png	Images\fractal99.png	Images\fractal99.png	Images\fractal99.png	Images\fractal96.png	Images\fractal96.png	Images\fractal96.png	Images\fractal97.png	Images\fractal97.png	Images\fractal98.png	Images\fractal98.png	Images\fractal99.png	s	1	2	2	1895	414815	d	s
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	41	1	41	1	41	534	88	s	s24	fractal	Experiment	Images\fractal349.png	Images\fractal489.png	Images\fractal490.png	Images\fractal491.png	Images\fractal350.png	Images\fractal351.png	Images\fractal351.png	Images\fractal394.png	Images\fractal395.png	Images\fractal396.png	Images\fractal396.png	Images\fractal488.png	ds	1	1	1	6498	422967	ds	dd
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	42	2	42	1	42	586	31	p	p2	fractal	Experiment	Images\fractal61.png	Images\fractal61.png	Images\fractal61.png	Images\fractal61.png	Images\fractal61.png	Images\fractal61.png	Images\fractal61.png	Images\fractal62.png	Images\fractal62.png	Images\fractal62.png	Images\fractal62.png	Images\fractal61.png	s	1	2	2	2621	427287	d	s
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	43	1	43	1	43	685	79	s	s15	fractal	Experiment	Images\fractal274.png	Images\fractal469.png	Images\fractal470.png	Images\fractal471.png	Images\fractal274.png	Images\fractal275.png	Images\fractal276.png	Images\fractal289.png	Images\fractal289.png	Images\fractal290.png	Images\fractal291.png	Images\fractal468.png	sd	1	1	1	7838	436919	sd	dd
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	44	1	44	1	44	540	34	a	a1	fractal	Experiment	Images\fractal68.png	Images\fractal70.png	Images\fractal71.png	Images\fractal71.png	Images\fractal68.png	Images\fractal68.png	Images\fractal68.png	Images\fractal69.png	Images\fractal69.png	Images\fractal69.png	Images\fractal69.png	Images\fractal70.png	s	1	1	1	2925	441503	s	d
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	45	2	45	1	45	626	47	a	a2	fractal	Experiment	Images\fractal120.png	Images\fractal123.png	Images\fractal123.png	Images\fractal123.png	Images\fractal120.png	Images\fractal120.png	Images\fractal120.png	Images\fractal121.png	Images\fractal121.png	Images\fractal122.png	Images\fractal122.png	Images\fractal123.png	s	1	2	2	1844	445087	d	s
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	46	2	46	1	46	801	73	s	s9	fractal	Experiment	Images\fractal256.png	Images\fractal307.png	Images\fractal308.png	Images\fractal309.png	Images\fractal256.png	Images\fractal257.png	Images\fractal258.png	Images\fractal232.png	Images\fractal232.png	Images\fractal233.png	Images\fractal233.png	Images\fractal307.png	sd	1	2	2	8262	455271	ss	sd
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	47	2	47	1	47	663	72	s	s8	fractal	Experiment	Images\fractal222.png	Images\fractal481.png	Images\fractal482.png	Images\fractal483.png	Images\fractal222.png	Images\fractal223.png	Images\fractal223.png	Images\fractal388.png	Images\fractal389.png	Images\fractal390.png	Images\fractal390.png	Images\fractal480.png	ss	0	2	1	20248	477303	ds	dd
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	48	1	48	1	48	870	83	s	s19	fractal	Experiment	Images\fractal334.png	Images\fractal244.png	Images\fractal245.png	Images\fractal245.png	Images\fractal335.png	Images\fractal336.png	Images\fractal336.png	Images\fractal292.png	Images\fractal292.png	Images\fractal293.png	Images\fractal294.png	Images\fractal244.png	ds	1	1	1	5230	484511	sd	ss
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	49	2	49	1	49	658	32	p	p2	fractal	Experiment	Images\fractal63.png	Images\fractal63.png	Images\fractal63.png	Images\fractal63.png	Images\fractal63.png	Images\fractal63.png	Images\fractal63.png	Images\fractal64.png	Images\fractal64.png	Images\fractal64.png	Images\fractal64.png	Images\fractal63.png	s	1	2	2	1738	521406	d	s
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	50	2	50	1	50	589	29	p	p2	fractal	Experiment	Images\fractal57.png	Images\fractal57.png	Images\fractal57.png	Images\fractal57.png	Images\fractal57.png	Images\fractal57.png	Images\fractal57.png	Images\fractal58.png	Images\fractal58.png	Images\fractal58.png	Images\fractal58.png	Images\fractal57.png	s	1	2	2	2545	525646	d	s
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	51	2	51	1	51	510	52	a	a3	fractal	Experiment	Images\fractal143.png	Images\fractal146.png	Images\fractal147.png	Images\fractal147.png	Images\fractal143.png	Images\fractal144.png	Images\fractal144.png	Images\fractal145.png	Images\fractal145.png	Images\fractal145.png	Images\fractal145.png	Images\fractal146.png	d	1	2	2	4531	531830	s	d
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	52	1	52	1	52	738	16	p	p1	fractal	Experiment	Images\fractal31.png	Images\fractal32.png	Images\fractal32.png	Images\fractal32.png	Images\fractal31.png	Images\fractal31.png	Images\fractal31.png	Images\fractal31.png	Images\fractal31.png	Images\fractal31.png	Images\fractal31.png	Images\fractal32.png	s	1	1	1	1594	535274	s	d
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	53	1	53	1	53	901	11	p	p1	fractal	Experiment	Images\fractal21.png	Images\fractal22.png	Images\fractal22.png	Images\fractal22.png	Images\fractal21.png	Images\fractal21.png	Images\fractal21.png	Images\fractal21.png	Images\fractal21.png	Images\fractal21.png	Images\fractal21.png	Images\fractal22.png	s	1	1	1	1422	538718	s	d
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	54	1	54	1	54	709	39	a	a1	fractal	Experiment	Images\fractal88.png	Images\fractal90.png	Images\fractal91.png	Images\fractal91.png	Images\fractal88.png	Images\fractal88.png	Images\fractal88.png	Images\fractal89.png	Images\fractal89.png	Images\fractal89.png	Images\fractal89.png	Images\fractal90.png	s	1	1	1	2325	542870	s	d
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	55	2	55	1	55	671	71	s	s7	fractal	Experiment	Images\fractal220.png	Images\fractal465.png	Images\fractal466.png	Images\fractal467.png	Images\fractal220.png	Images\fractal221.png	Images\fractal221.png	Images\fractal283.png	Images\fractal283.png	Images\fractal284.png	Images\fractal285.png	Images\fractal464.png	ss	0	2	1	13882	558542	sd	dd
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	56	2	56	1	56	642	18	p	p2	fractal	Experiment	Images\fractal35.png	Images\fractal35.png	Images\fractal35.png	Images\fractal35.png	Images\fractal35.png	Images\fractal35.png	Images\fractal35.png	Images\fractal36.png	Images\fractal36.png	Images\fractal36.png	Images\fractal36.png	Images\fractal35.png	s	1	2	2	1501	561806	d	s
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	57	2	57	1	57	631	43	a	a2	fractal	Experiment	Images\fractal104.png	Images\fractal107.png	Images\fractal107.png	Images\fractal107.png	Images\fractal104.png	Images\fractal104.png	Images\fractal104.png	Images\fractal105.png	Images\fractal105.png	Images\fractal106.png	Images\fractal106.png	Images\fractal107.png	s	1	2	2	2092	565646	d	s
Fractal Experiment	416	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2337910</Frequency><Timestamp dt:dt="r8">242190394934</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-10T20:38:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Fractal Experiment-416-1	60.020	1.0.0.253	1	1672690591	Standard	2.0.10.356	2.0.10.356	02-10-2016	2/10/2016 8:38:27 PM	14:38:27	2.0.10.252	58	2	58	1	58	511	45	a	a2	fractal	Experiment	Images\fractal112.png	Images\fractal115.png	Images\fractal115.png	Images\fractal115.png	Images\fractal112.png	Images\fractal112.png	Images\fractal112.png	Images\fractal113.png	Images\fractal113.png	Images\fractal114.png	Images\fractal114.png	Images\fractal115.png	s	1	2	2	4193	571462	d	s
